accenumb,campaign,days_to_heading,thousand_kernel_weight,plant_height
C0102831,1998-1998,NA,45.7,102.23
C0102832,1998-1998,NA,37.7,70.5
C0102833,1998-1998,NA,34.1,89
C0102834,1998-1998,NA,39.5,103.33
C0102839,1998-1998,NA,42.9,89.5
C0102852,1998-1998,NA,39.7,82
C0100011,1998-1999,166,NA,90.33
C0100018,1998-1999,181,46.1,88
C0100511,1998-1999,71,NA,114.33
C0100605,1998-1999,76,38.4,72.67
C0100701,1998-1999,192,NA,137.68
C0100831,1998-1999,71,NA,118
C0100832,1998-1999,72,NA,118.33
C0100946,1998-1999,71,NA,85.67
C0100948,1998-1999,71,45.3,96
C0101741,1998-1999,74,NA,96.67
C0101851,1998-1999,184,40.1,93.67
C0101852,1998-1999,189,50,99
C0101980,1998-1999,181,NA,92.33
C0102096,1998-1999,71,NA,123.33
C0102102,1998-1999,72,NA,111
C0102103,1998-1999,74,NA,104.67
C0102106,1998-1999,182,NA,84
C0102117,1998-1999,181,NA,140.33
C0102122,1998-1999,189,NA,97.67
C0102130,1998-1999,191,35.3,94.34
C0102133,1998-1999,165,NA,118.67
C0102136,1998-1999,190,NA,120.67
C0102137,1998-1999,181,NA,104.67
C0102141,1998-1999,NA,NA,80.67
C0102142,1998-1999,NA,NA,89
C0102145,1998-1999,182,NA,93
C0102148,1998-1999,185,NA,106.67
C0102149,1998-1999,182,NA,96
C0102153,1998-1999,185,NA,102
C0102154,1998-1999,189,NA,97.67
C0102155,1998-1999,185,NA,93
C0102156,1998-1999,185,NA,114.67
C0102168,1998-1999,181,NA,94
C0102387,1998-1999,63,49.6,91.84
C0102435,1998-1999,71,44,86.4
C0102438,1998-1999,71,50.8,73.6
C0102439,1998-1999,71,35.4,78.6
C0102593,1998-1999,77,35.2,61
C0102672,1998-1999,189,NA,NA
C0102746,1998-1999,189,NA,93.67
C0102858,1998-1999,74,41.1,96.4
C0102866,1998-1999,71,46.8,128
C0102868,1998-1999,75,37.6,120.67
C0102869,1998-1999,193,37.9,130
C0102870,1998-1999,192,44.1,133.65
C0102872,1998-1999,192,35.5,131.67
C0102873,1998-1999,79,32.7,116
C0102874,1998-1999,77,37.2,126.67
C0102875,1998-1999,77,37.1,119
C0102876,1998-1999,76,37.7,132
C0102878,1998-1999,79,31.4,118.67
C0102879,1998-1999,79,31.9,129
C0102880,1998-1999,74,36.7,123.33
C0102881,1998-1999,71,41.5,124.67
C0102882,1998-1999,74,38.6,124.33
C0102883,1998-1999,87,30.9,126
C0102884,1998-1999,77,42.4,132
C0102885,1998-1999,77,39.5,124.67
C0102886,1998-1999,193,41.8,126.67
C0102887,1998-1999,193,50.6,117.67
C0102889,1998-1999,74,36,72.77
C0102890,1998-1999,74,40.5,101.5
C0102891,1998-1999,73,39.6,85.8
C0102892,1998-1999,67,40.3,80.5
C0102930,1998-1999,71,42.7,88
C0102931,1998-1999,71,42.3,88.84
C0102933,1998-1999,67,47,89
C0102934,1998-1999,189,NA,NA
C0102935,1998-1999,192,34.1,97.67
C0102936,1998-1999,192,33.1,97.5
C0102937,1998-1999,195,37,89.34
C0102938,1998-1999,191,38.5,100.5
C0103144,1998-1999,86,NA,127.67
C0103145,1998-1999,87,NA,113
C0100015,1999-2000,216,46,78
C0100017,1999-2000,NA,49,71.67
C0100054,1999-2000,NA,NA,78.5
C0100168,1999-2000,222,44.1,117.67
C0100181,1999-2000,216,42,96.33
C0100191,1999-2000,221,49.8,93
C0100223,1999-2000,216,45,76.67
C0100394,1999-2000,218,35,95
C0100512,1999-2000,216,47.9,83
C0100842,1999-2000,223,40,103.67
C0100853,1999-2000,215,47.3,103.67
C0100854,1999-2000,217,45,111
C0100861,1999-2000,217,NA,69
C0100901,1999-2000,222,50,88
C0101040,1999-2000,221,50.2,80.33
C0101043,1999-2000,219,42.8,76
C0101179,1999-2000,215,53,78.67
C0101291,1999-2000,214,34.6,67.33
C0101320,1999-2000,219,36.2,92
C0101379,1999-2000,216,42,73
C0101381,1999-2000,216,47.1,71.67
C0101676,1999-2000,216,NA,70.33
C0101689,1999-2000,216,NA,90.67
C0101742,1999-2000,211,50,89
C0101812,1999-2000,213,49.9,91.6
C0101820,1999-2000,222,43,96
C0101833,1999-2000,218,42.5,125.75
C0101861,1999-2000,216,43.6,105
C0102016,1999-2000,216,38.7,103.67
C0102060,1999-2000,218,42,118
C0102061,1999-2000,211,39,81
C0102062,1999-2000,216,39,64
C0102080,1999-2000,238,37.9,121.33
C0102081,1999-2000,218,NA,70.33
C0102085,1999-2000,216,44.9,79.33
C0102086,1999-2000,216,43.7,86
C0102092,1999-2000,216,46.5,96.67
C0102097,1999-2000,214,NA,75.67
C0102101,1999-2000,221,39,81.67
C0102109,1999-2000,218,43.9,89
C0102124,1999-2000,223,NA,75
C0102125,1999-2000,219,44.9,64.33
C0102129,1999-2000,211,51,66.33
C0102131,1999-2000,216,41,64.33
C0102139,1999-2000,217,45.2,95.67
C0102140,1999-2000,216,46.1,118
C0102143,1999-2000,216,NA,82.33
C0102150,1999-2000,216,52.5,73
C0102159,1999-2000,216,NA,80
C0102166,1999-2000,216,49.5,77.67
C0102170,1999-2000,221,46.3,112.67
C0102176,1999-2000,221,43.2,109
C0102188,1999-2000,221,50,129
C0102207,1999-2000,226,32,118.33
C0102208,1999-2000,226,39,110.67
C0102243,1999-2000,222,32.2,99.83
C0102284,1999-2000,211,44.7,88.5
C0102422,1999-2000,216,47,101.67
C0102424,1999-2000,219,43,105.33
C0102433,1999-2000,221,39.7,103.25
C0102469,1999-2000,221,32.2,106.33
C0102485,1999-2000,222,42.1,84
C0102487,1999-2000,222,51,98
C0102649,1999-2000,216,51,71.67
C0102673,1999-2000,217,49,77.67
C0102674,1999-2000,217,46,68
C0102796,1999-2000,218,49.9,91
C0102897,1999-2000,222,44.2,80
C0102898,1999-2000,221,33.1,99.67
C0102899,1999-2000,218,37.5,94.84
C0102900,1999-2000,223,36.9,90.17
C0102901,1999-2000,216,33.1,82.34
C0102902,1999-2000,217,38.1,80.5
C0102903,1999-2000,216,29.9,81.34
C0102905,1999-2000,216,45.3,88
C0102906,1999-2000,222,31.9,90.34
C0102907,1999-2000,212,42,73.33
C0102908,1999-2000,221,33.6,106.17
C0102909,1999-2000,219,28.3,81.17
C0102911,1999-2000,222,48,90.67
C0102912,1999-2000,222,44,104.67
C0102913,1999-2000,221,44.1,107.5
C0102914,1999-2000,222,41.8,103
C0102915,1999-2000,221,46.1,99.33
C0102947,1999-2000,218,NA,87.33
C0102967,1999-2000,211,37.1,82.34
C0102982,1999-2000,221,46.1,92.4
C0102983,1999-2000,221,44.1,85.67
C0102984,1999-2000,223,51.6,96.67
C0102985,1999-2000,216,36.3,84
C0102986,1999-2000,218,42.3,84.33
C0102988,1999-2000,223,39.1,110.84
C0102989,1999-2000,216,35.4,103.34
C0102990,1999-2000,216,NA,87.67
C0102991,1999-2000,217,41.3,99.84
C0102992,1999-2000,218,31.8,91
C0102993,1999-2000,218,33.4,106.5
C0102994,1999-2000,216,45,86
C0102995,1999-2000,218,44.8,83
C0102996,1999-2000,216,40.1,97.5
C0102997,1999-2000,220,32.5,111.17
C0102998,1999-2000,219,37.8,112.67
C0102999,1999-2000,220,38.9,104.84
C0103000,1999-2000,222,46,84.33
C0103001,1999-2000,222,42.1,81
C0103002,1999-2000,222,39.4,85.17
C0103004,1999-2000,220,39.6,87.5
C0103005,1999-2000,216,31.5,87.33
C0103006,1999-2000,221,30.5,89.17
C0103007,1999-2000,223,33.1,92.84
C0103008,1999-2000,215,32.9,78.17
C0103014,1999-2000,215,40.2,88.33
C0103017,1999-2000,220,37.5,92
C0103046,1999-2000,221,32.9,81.34
C0103047,1999-2000,221,36.6,93
C0103048,1999-2000,221,40,73.67
C0103049,1999-2000,218,NA,69
C0103050,1999-2000,218,44.9,70.67
C0103051,1999-2000,221,38,67
C0103052,1999-2000,221,41,98
C0103053,1999-2000,221,47,68
C0103054,1999-2000,218,NA,64.67
C0103055,1999-2000,219,32.7,89.84
C0103056,1999-2000,221,41,58.67
C0103057,1999-2000,222,40,69
C0103058,1999-2000,218,44.1,64
C0103059,1999-2000,221,47,59
C0103060,1999-2000,220,46.8,57.33
C0103061,1999-2000,221,37.8,83.5
C0103062,1999-2000,221,41.1,68
C0103063,1999-2000,220,NA,57.33
C0103064,1999-2000,220,41,65.33
C0103065,1999-2000,218,NA,67.33
C0103066,1999-2000,222,41.6,117.67
C0103067,1999-2000,221,40.7,85
C0103069,1999-2000,221,40,82.67
C0103070,1999-2000,218,45,80.33
C0103071,1999-2000,216,53,73
C0103072,1999-2000,220,41.1,78
C0103073,1999-2000,221,44,88
C0103074,1999-2000,221,45.5,89
C0103075,1999-2000,218,42.1,81.67
C0103076,1999-2000,222,45,90.67
C0103077,1999-2000,221,42.2,94.33
C0103078,1999-2000,221,50,97.67
C0103079,1999-2000,220,47,69
C0103080,1999-2000,220,30,97.17
C0103081,1999-2000,222,38.1,87.33
C0103082,1999-2000,216,36.5,92.34
C0103083,1999-2000,218,36,78.67
C0103084,1999-2000,221,35,100.67
C0103085,1999-2000,218,46.1,72
C0103086,1999-2000,218,52.6,83
C0103087,1999-2000,218,52.5,86.33
C0103088,1999-2000,218,38.5,102
C0103089,1999-2000,224,45.1,101.33
C0103090,1999-2000,219,47.6,80.67
C0103091,1999-2000,221,41.6,113.33
C0103092,1999-2000,221,49.1,89
C0103093,1999-2000,218,39.6,103.5
C0103094,1999-2000,221,45.1,90.67
C0103095,1999-2000,219,41.4,121.17
C0103096,1999-2000,221,34.1,108.67
C0103097,1999-2000,221,42.6,82.67
C0103098,1999-2000,218,39.9,108.17
C0103099,1999-2000,218,47.1,73.33
C0103100,1999-2000,218,45.9,81.67
C0103101,1999-2000,219,42.9,118.67
C0103114,1999-2000,216,40.3,115.67
C0103116,1999-2000,215,45,74
C0103117,1999-2000,216,41.8,81.67
C0103121,1999-2000,218,41.8,95.84
C0103122,1999-2000,214,38.4,90.5
C0103123,1999-2000,216,35.6,92.67
C0103124,1999-2000,216,36.3,83
C0103126,1999-2000,216,51.6,81
C0103127,1999-2000,216,41,65
C0103128,1999-2000,216,46,68.33
C0103129,1999-2000,216,42.5,70
C0103130,1999-2000,216,45.1,70.33
C0103131,1999-2000,218,51.2,84.33
C0103132,1999-2000,218,52,88
C0103135,1999-2000,217,45,74
C0103137,1999-2000,221,37.9,76.33
C0103138,1999-2000,216,45,73
C0103143,1999-2000,226,NA,115
C0103146,1999-2000,226,47,108.67
C0103172,1999-2000,223,39,72
C0103848,1999-2000,216,41.3,113.67
C0103975,1999-2000,216,53,85
C0100012,2000-2001,215,50.2,84.67
C0100059,2000-2001,221,38,95
C0100133,2000-2001,215,50,76.33
C0100150,2000-2001,215,48.9,82.33
C0100367,2000-2001,217,38.3,82.84
C0100393,2000-2001,222,31.7,119
C0100411,2000-2001,216,38,90
C0100455,2000-2001,227,31,106.67
C0100501,2000-2001,227,34.9,98
C0100532,2000-2001,216,NA,82.67
C0100561,2000-2001,216,50,93
C0100567,2000-2001,221,45.2,87.33
C0100569,2000-2001,216,40,68
C0100570,2000-2001,216,38.7,75.33
C0100574,2000-2001,217,50,115
C0100575,2000-2001,215,NA,85
C0100579,2000-2001,216,50,104.33
C0100582,2000-2001,217,NA,97.67
C0100583,2000-2001,217,51,103.8
C0100609,2000-2001,224,NA,69.33
C0100620,2000-2001,223,NA,78.67
C0100625,2000-2001,210,50,88.67
C0100637,2000-2001,210,50.2,79.67
C0100638,2000-2001,217,40,80.67
C0100646,2000-2001,217,42.3,81.67
C0100669,2000-2001,223,40.1,95.67
C0100681,2000-2001,221,45.6,121
C0100682,2000-2001,223,39.9,121.67
C0100683,2000-2001,216,33,94.33
C0100684,2000-2001,227,40,123
C0100685,2000-2001,224,45.6,95
C0100686,2000-2001,220,39.8,87.67
C0100687,2000-2001,227,40.1,113
C0100688,2000-2001,215,50.2,90
C0100690,2000-2001,228,42,95
C0100692,2000-2001,221,40.1,109.67
C0100694,2000-2001,217,40,90
C0100695,2000-2001,217,30.3,89.33
C0100696,2000-2001,217,40,93.33
C0100697,2000-2001,221,30,89
C0100698,2000-2001,224,42.1,86.33
C0100699,2000-2001,224,35.6,104
C0100700,2000-2001,223,42.3,96
C0100704,2000-2001,224,39.8,101
C0100705,2000-2001,224,43.2,114.67
C0100706,2000-2001,222,39.9,89.67
C0100707,2000-2001,216,33.2,103.67
C0100718,2000-2001,216,45.5,98
C0100719,2000-2001,222,33,105.33
C0100722,2000-2001,221,39.2,102.33
C0100724,2000-2001,220,43,84
C0100725,2000-2001,220,NA,92.67
C0100728,2000-2001,215,48.9,83
C0100730,2000-2001,215,50,106
C0100731,2000-2001,215,42.9,74.67
C0100733,2000-2001,227,30.2,120.33
C0100734,2000-2001,222,31.5,74
C0100742,2000-2001,222,40,101.67
C0100743,2000-2001,217,47.2,93
C0100746,2000-2001,227,39.8,94
C0100747,2000-2001,222,42.3,93.33
C0100752,2000-2001,215,49,99.67
C0100755,2000-2001,215,47.2,103
C0100756,2000-2001,223,31.3,93.67
C0100757,2000-2001,223,37.6,87.33
C0100759,2000-2001,224,50,91.33
C0100760,2000-2001,224,39.5,87.33
C0100764,2000-2001,227,39,74
C0100765,2000-2001,227,38.7,103.33
C0100767,2000-2001,221,NA,86.75
C0100770,2000-2001,223,41.2,110.33
C0100772,2000-2001,216,42.3,94.33
C0100773,2000-2001,216,40.1,64
C0100778,2000-2001,215,42,89.67
C0100779,2000-2001,223,39.5,95
C0100782,2000-2001,220,32.5,96.33
C0100784,2000-2001,210,51,109
C0100788,2000-2001,214,47.2,70
C0100789,2000-2001,213,39.9,71.33
C0100790,2000-2001,215,40.1,83
C0100796,2000-2001,224,29.8,88
C0100797,2000-2001,227,30.4,90
C0100798,2000-2001,220,50,91
C0100799,2000-2001,227,28,72.33
C0100800,2000-2001,227,41.1,89
C0100802,2000-2001,216,NA,92.67
C0100808,2000-2001,216,48.2,94.67
C0100814,2000-2001,215,50,92
C0100816,2000-2001,216,38.4,114
C0100823,2000-2001,213,42.3,73.33
C0100824,2000-2001,216,40.2,107
C0100826,2000-2001,217,30.5,69.67
C0100828,2000-2001,217,40,92
C0100840,2000-2001,217,43.5,86.67
C0100843,2000-2001,216,NA,81
C0100844,2000-2001,221,NA,80
C0100845,2000-2001,216,NA,81
C0100852,2000-2001,215,41.1,110
C0100857,2000-2001,224,38.7,83.67
C0100858,2000-2001,223,36.6,98.67
C0100862,2000-2001,215,39.6,88
C0100870,2000-2001,214,47.3,81.67
C0100871,2000-2001,217,32.3,76.33
C0100876,2000-2001,NA,40.3,105
C0100888,2000-2001,217,43.5,84
C0100889,2000-2001,217,47.8,95
C0100891,2000-2001,223,30,95
C0100893,2000-2001,223,45.8,99
C0100894,2000-2001,217,45,86
C0100895,2000-2001,217,49.5,84.67
C0100898,2000-2001,215,46.7,78.33
C0100899,2000-2001,216,46.8,62.33
C0100903,2000-2001,220,44.2,87.67
C0100904,2000-2001,224,30.1,96.33
C0100905,2000-2001,220,50,102.33
C0100906,2000-2001,216,39.7,90.67
C0100914,2000-2001,217,38.9,71
C0100916,2000-2001,213,42.1,79.67
C0100918,2000-2001,216,48.3,76
C0100924,2000-2001,223,35.8,111
C0100926,2000-2001,216,40,90
C0100927,2000-2001,217,40,96
C0100928,2000-2001,217,44.6,100
C0100934,2000-2001,218,NA,72
C0100935,2000-2001,215,48.9,90
C0100980,2000-2001,215,39.9,78.67
C0100981,2000-2001,215,31.3,81.67
C0100991,2000-2001,NA,49.2,86
C0101001,2000-2001,220,40.9,121.67
C0101011,2000-2001,215,NA,85
C0101015,2000-2001,221,40,91.33
C0101017,2000-2001,215,39.8,104
C0101047,2000-2001,215,37.5,82
C0101049,2000-2001,215,48.2,76.33
C0101050,2000-2001,224,39.9,86
C0101090,2000-2001,234,40,90
C0101140,2000-2001,221,NA,75.33
C0101657,2000-2001,214,NA,70
C0101671,2000-2001,213,NA,90
C0101675,2000-2001,221,52.1,75.5
C0101871,2000-2001,215,38.5,86.17
C0102005,2000-2001,215,NA,84
C0102010,2000-2001,216,47.3,89
C0102022,2000-2001,216,38,102.33
C0102113,2000-2001,210,38,78
C0102116,2000-2001,213,39,103.33
C0102123,2000-2001,220,40.1,70
C0102291,2000-2001,214,50,86.67
C0102331,2000-2001,215,40,92
C0102338,2000-2001,227,30,80
C0102343,2000-2001,214,40.2,93
C0102612,2000-2001,221,37.2,77.5
C0102743,2000-2001,213,44.1,83.33
C0102916,2000-2001,220,47,75
C0102917,2000-2001,216,42.1,91.33
C0102932,2000-2001,216,38.7,84
C0103018,2000-2001,227,NA,93.67
C0103019,2000-2001,217,43.1,90.6
C0103068,2000-2001,221,34,89.17
C0103103,2000-2001,217,47.2,70.67
C0103104,2000-2001,217,48,87
C0103142,2000-2001,213,35,90
C0103152,2000-2001,221,33.5,76.34
C0103163,2000-2001,221,NA,92.83
C0103164,2000-2001,217,29.7,79.84
C0103166,2000-2001,217,37.8,70.5
C0103167,2000-2001,215,33.4,72.33
C0103169,2000-2001,221,40.6,82.17
C0103170,2000-2001,223,29.1,78.17
C0103173,2000-2001,215,36.6,65.83
C0103174,2000-2001,210,36.5,59.67
C0103175,2000-2001,224,31.5,81.84
C0103176,2000-2001,213,38.7,67.5
C0103177,2000-2001,215,53,123.33
C0103179,2000-2001,213,36.3,70.34
C0103180,2000-2001,216,36.4,82.33
C0103181,2000-2001,216,37.1,75.5
C0103182,2000-2001,216,38.6,91.5
C0103183,2000-2001,217,37.3,72
C0103184,2000-2001,215,36.3,77.17
C0103185,2000-2001,215,45.4,121
C0103188,2000-2001,221,40.7,111.17
C0103189,2000-2001,217,43.4,93.5
C0103190,2000-2001,223,35,104
C0103191,2000-2001,222,38.1,110.84
C0103192,2000-2001,221,37.9,99
C0103193,2000-2001,217,39.7,92
C0103194,2000-2001,221,39.2,102.5
C0103195,2000-2001,215,42.6,113.33
C0103196,2000-2001,216,38.7,109.34
C0103197,2000-2001,217,40,101.34
C0103198,2000-2001,222,43.5,110.67
C0103199,2000-2001,216,32.9,66.67
C0103200,2000-2001,221,37.2,94.17
C0103201,2000-2001,221,43.1,104.33
C0103202,2000-2001,220,36.9,112.5
C0103203,2000-2001,216,36,93
C0103204,2000-2001,222,31,106.67
C0103205,2000-2001,220,44.1,94.34
C0103206,2000-2001,220,34.7,78.5
C0103207,2000-2001,216,38,77.17
C0103209,2000-2001,222,39.8,142
C0103210,2000-2001,214,NA,74
C0103211,2000-2001,217,36.5,104
C0103213,2000-2001,221,NA,124.33
C0103241,2000-2001,214,NA,75
C0103243,2000-2001,216,45.1,108
C0103244,2000-2001,216,40,92.33
C0103245,2000-2001,210,34.8,62.33
C0103246,2000-2001,216,NA,85.33
C0103247,2000-2001,221,NA,113.33
C0103249,2000-2001,216,47,123.2
C0103250,2000-2001,224,NA,113.33
C0103360,2000-2001,223,33.8,104.33
C0103361,2000-2001,224,40.4,119
C0103391,2000-2001,220,32.1,79.34
C0103392,2000-2001,213,31.2,76
C0103398,2000-2001,221,NA,79
C0103408,2000-2001,224,NA,84
C0103412,2000-2001,224,NA,92.33
C0103413,2000-2001,216,38,93.67
C0103424,2000-2001,221,35,96.67
C0103425,2000-2001,216,31.1,100.67
C0103434,2000-2001,220,37,93
C0100669,2000-2003,NA,42.2,NA
C0101140,2000-2003,NA,42.8,NA
C0101637,2000-2003,210,35.3,NA
C0101656,2000-2003,213,39,NA
C0101657,2000-2003,216,37.8,NA
C0101675,2000-2003,NA,36.5,NA
C0102010,2000-2003,NA,39.2,NA
C0102524,2000-2003,213,35.5,NA
C0102612,2000-2003,NA,37.2,NA
C0102732,2000-2003,215,34.4,NA
C0102795,2000-2003,211,31.9,NA
C0102947,2000-2003,NA,36.1,NA
C0103018,2000-2003,NA,39.6,NA
C0103019,2000-2003,NA,39.4,NA
C0103068,2000-2003,NA,34,NA
C0103152,2000-2003,NA,33.5,NA
C0103163,2000-2003,NA,45,NA
C0103164,2000-2003,NA,29.7,NA
C0103166,2000-2003,NA,37.8,NA
C0103167,2000-2003,NA,33.4,NA
C0103169,2000-2003,NA,40.6,NA
C0103170,2000-2003,NA,29.1,NA
C0103175,2000-2003,NA,31.5,NA
C0103176,2000-2003,NA,38.7,NA
C0103179,2000-2003,NA,36.3,NA
C0103180,2000-2003,NA,36.4,NA
C0103181,2000-2003,NA,37.1,NA
C0103182,2000-2003,NA,38.6,NA
C0103183,2000-2003,NA,37.3,NA
C0103198,2000-2003,NA,43.5,NA
C0103200,2000-2003,NA,37.2,NA
C0103207,2000-2003,NA,38,NA
C0103210,2000-2003,NA,42,NA
C0103250,2000-2003,NA,38.9,NA
C0103412,2000-2003,NA,38,NA
C0103413,2000-2003,NA,36.2,NA
C0100134,2001-2002,212,49.9,81.67
C0100192,2001-2002,217,NA,97.67
C0100352,2001-2002,217,NA,113.67
C0100356,2001-2002,217,NA,99.33
C0100359,2001-2002,222,NA,106.67
C0100449,2001-2002,211,40,65
C0100517,2001-2002,224,39.7,113.33
C0100568,2001-2002,217,42.6,117.67
C0100591,2001-2002,217,NA,96.33
C0100611,2001-2002,217,NA,86
C0100645,2001-2002,217,NA,83
C0100691,2001-2002,219,NA,110.33
C0100709,2001-2002,217,45,75.8
C0100712,2001-2002,212,NA,111.33
C0100720,2001-2002,222,NA,118.33
C0100726,2001-2002,212,NA,73.33
C0100732,2001-2002,212,NA,72
C0100735,2001-2002,219,NA,89.67
C0100736,2001-2002,212,NA,81.67
C0100771,2001-2002,217,NA,81
C0100775,2001-2002,211,NA,81
C0100776,2001-2002,217,NA,88
C0100777,2001-2002,217,NA,89.33
C0100780,2001-2002,219,NA,100.67
C0100783,2001-2002,211,NA,83.67
C0100785,2001-2002,217,50.6,74.33
C0100786,2001-2002,217,40.5,78.33
C0100787,2001-2002,217,50.1,71.33
C0100804,2001-2002,217,41,84.67
C0100807,2001-2002,212,NA,90.33
C0100820,2001-2002,217,NA,97.33
C0100833,2001-2002,217,NA,83.33
C0100834,2001-2002,219,NA,95.67
C0100835,2001-2002,211,NA,92.33
C0100851,2001-2002,211,NA,109
C0100856,2001-2002,219,NA,111
C0100859,2001-2002,219,NA,86
C0100860,2001-2002,217,NA,79
C0100863,2001-2002,226,NA,98.67
C0100868,2001-2002,215,NA,82.33
C0100873,2001-2002,217,NA,90.67
C0100878,2001-2002,217,NA,92.33
C0100879,2001-2002,NA,NA,87.33
C0100886,2001-2002,211,NA,77.33
C0100902,2001-2002,226,NA,81.33
C0100907,2001-2002,222,NA,86.67
C0100911,2001-2002,219,NA,94.67
C0100912,2001-2002,222,NA,79.33
C0100921,2001-2002,217,NA,80.33
C0100923,2001-2002,219,NA,102
C0100929,2001-2002,219,NA,99.33
C0100931,2001-2002,211,NA,73.33
C0100932,2001-2002,211,NA,81.67
C0100933,2001-2002,211,NA,88.33
C0100944,2001-2002,212,39.7,79.67
C0100945,2001-2002,212,NA,86.67
C0100970,2001-2002,217,NA,109.67
C0100975,2001-2002,211,NA,85
C0100989,2001-2002,217,NA,83
C0101000,2001-2002,217,NA,106
C0101004,2001-2002,211,40,73.33
C0101010,2001-2002,219,NA,99
C0101013,2001-2002,212,NA,108.33
C0101046,2001-2002,211,42.3,87.67
C0101052,2001-2002,217,NA,136.67
C0101053,2001-2002,226,NA,132
C0101054,2001-2002,217,NA,86
C0101055,2001-2002,222,NA,81.33
C0101056,2001-2002,222,NA,110.33
C0101057,2001-2002,217,NA,95
C0101058,2001-2002,212,NA,113
C0101059,2001-2002,217,NA,87
C0101060,2001-2002,217,NA,104
C0101061,2001-2002,211,NA,93.67
C0101062,2001-2002,217,NA,100.33
C0101063,2001-2002,217,NA,66
C0101064,2001-2002,219,NA,94.33
C0101065,2001-2002,217,NA,86.67
C0101066,2001-2002,219,NA,99.33
C0101067,2001-2002,212,NA,91
C0101068,2001-2002,212,NA,104.67
C0101069,2001-2002,217,NA,117.33
C0101070,2001-2002,211,NA,101.67
C0101072,2001-2002,231,NA,125
C0101073,2001-2002,219,NA,105.67
C0101074,2001-2002,211,NA,84
C0101076,2001-2002,222,NA,106
C0101077,2001-2002,217,NA,96.67
C0101078,2001-2002,217,NA,99.33
C0101079,2001-2002,217,NA,96
C0101080,2001-2002,230,NA,130.33
C0101081,2001-2002,219,NA,127.67
C0101082,2001-2002,217,NA,114
C0101083,2001-2002,217,NA,108.67
C0101084,2001-2002,217,NA,110
C0101085,2001-2002,217,NA,85
C0101086,2001-2002,226,NA,112.33
C0101087,2001-2002,217,NA,112.33
C0101088,2001-2002,225,NA,123.33
C0101089,2001-2002,217,NA,104
C0101090,2001-2002,217,40,77.33
C0101091,2001-2002,230,NA,114.33
C0101094,2001-2002,222,NA,123.33
C0101095,2001-2002,217,NA,111.67
C0101096,2001-2002,217,NA,106
C0101097,2001-2002,226,NA,122
C0101098,2001-2002,219,NA,113
C0101099,2001-2002,217,NA,121.67
C0101100,2001-2002,222,NA,121
C0101101,2001-2002,217,NA,112.33
C0101102,2001-2002,217,44.9,88.67
C0101103,2001-2002,217,43.5,88.67
C0101183,2001-2002,222,41.5,117.67
C0101631,2001-2002,212,38.2,72.84
C0101831,2001-2002,212,50.2,78.67
C0101835,2001-2002,212,43.6,94.25
C0102147,2001-2002,NA,52,71.67
C0102313,2001-2002,222,34.4,71.75
C0102443,2001-2002,236,NA,134
C0102877,2001-2002,229,35,123.33
C0102888,2001-2002,230,31.5,110
C0103165,2001-2002,217,38.8,89.92
C0103186,2001-2002,219,31.6,71
C0103208,2001-2002,222,31.2,75.08
C0103212,2001-2002,222,32.3,73.75
C0103214,2001-2002,219,31.8,75.67
C0103248,2001-2002,222,38.8,67.58
C0103253,2001-2002,222,35.1,75.17
C0103254,2001-2002,219,40.5,76.5
C0103258,2001-2002,217,39.1,68.33
C0103259,2001-2002,225,33.2,69.92
C0103260,2001-2002,222,35.4,90.17
C0103261,2001-2002,211,45.9,87.34
C0103262,2001-2002,222,33,73.33
C0103263,2001-2002,211,41.3,58.75
C0103264,2001-2002,223,35.5,69.08
C0103265,2001-2002,215,NA,107.2
C0103266,2001-2002,219,41,102
C0103267,2001-2002,212,38.7,72.84
C0103269,2001-2002,215,42.1,90.92
C0103272,2001-2002,222,32.3,65.42
C0103273,2001-2002,222,35.2,73.75
C0103274,2001-2002,222,39.4,69.08
C0103275,2001-2002,215,45.1,93.92
C0103276,2001-2002,222,37,100.5
C0103277,2001-2002,222,40.2,73
C0103278,2001-2002,222,36.7,88.83
C0103280,2001-2002,222,33.2,87.58
C0103281,2001-2002,222,36.2,78.33
C0103282,2001-2002,222,37.8,80.09
C0103284,2001-2002,211,50.1,64.92
C0103285,2001-2002,212,39.8,102.67
C0103286,2001-2002,215,NA,104.33
C0103287,2001-2002,217,40,93.33
C0103289,2001-2002,222,33.6,70.59
C0103290,2001-2002,219,35.5,72
C0103291,2001-2002,215,34.9,89.92
C0103292,2001-2002,215,36.1,69
C0103293,2001-2002,222,35.3,75.92
C0103294,2001-2002,208,50,96
C0103295,2001-2002,211,NA,87.67
C0103296,2001-2002,211,NA,95.67
C0103297,2001-2002,222,47.4,92.58
C0103298,2001-2002,222,33.4,82.5
C0103299,2001-2002,215,32.8,73.92
C0103300,2001-2002,219,32.6,70.58
C0103302,2001-2002,222,NA,104
C0103304,2001-2002,215,50.1,67.79
C0103305,2001-2002,222,41.8,89
C0103306,2001-2002,211,NA,88
C0103307,2001-2002,211,48.1,86.33
C0103308,2001-2002,217,NA,87
C0103309,2001-2002,212,32.6,72
C0103310,2001-2002,212,40.4,79.75
C0103311,2001-2002,219,31.8,74.75
C0103312,2001-2002,212,36.8,74.75
C0103313,2001-2002,215,43.5,77.5
C0103314,2001-2002,219,42.1,87.34
C0103315,2001-2002,212,32.1,66.08
