accenumb,agent_id,doi,days_to_heading,plant_height,thousand_kernel_weight,hectolitric_weight,dry_matter_yield,lodging,protein_content,starch_content,name,description,campaign
COF 3651,NA,NA,NA,NA,48.8,NA,NA,NA,NA,NA,Fundulea,Winter barley,1998-1999
COF 3652,NA,NA,123,NA,40.7,NA,5000,NA,12.5,NA,Fundulea,Winter barley,1998-1999
COF 3652,NA,NA,122,NA,40.7,NA,5533,NA,12.5,NA,Fundulea,Winter barley,1998-1999
COF 3652,NA,NA,122,NA,40.7,NA,5167,NA,12.5,NA,Fundulea,Winter barley,1998-1999
COF 3652,NA,NA,123,NA,40.7,NA,4700,NA,12.5,NA,Fundulea,Winter barley,1998-1999
COF 3652,NA,NA,121,NA,40.7,NA,5410,NA,12.5,NA,Fundulea,Winter barley,1998-1999
COF 3652,NA,NA,121,NA,40.7,NA,5300,NA,12.5,NA,Fundulea,Winter barley,1998-1999
COF 3652,NA,NA,123,NA,43,73.5,NA,NA,NA,NA,Fundulea,Winter barley,1998-1999
COF 3652,NA,NA,128,NA,NA,NA,5066,NA,13,NA,Fundulea,Winter barley,1998-1999
COF 3652,NA,NA,144,NA,NA,NA,2000,NA,16.9,NA,Fundulea,Winter barley,1998-1999
COF 3652,NA,NA,129,NA,NA,NA,3610,NA,NA,NA,Fundulea,Winter barley,1998-1999
COF 3652,NA,NA,NA,NA,40.7,NA,NA,NA,NA,NA,Fundulea,Winter barley,1998-1999
COF 3653,NA,NA,122,NA,35.1,NA,4470,NA,10.9,NA,Fundulea,Winter barley,1998-1999
COF 3653,NA,NA,122,NA,35.1,NA,4433,NA,10.9,NA,Fundulea,Winter barley,1998-1999
COF 3653,NA,NA,123,NA,35.1,NA,4267,NA,10.9,NA,Fundulea,Winter barley,1998-1999
COF 3653,NA,NA,123,NA,35.1,NA,4770,NA,10.9,NA,Fundulea,Winter barley,1998-1999
COF 3653,NA,NA,123,NA,35.1,NA,4900,NA,10.9,NA,Fundulea,Winter barley,1998-1999
COF 3653,NA,NA,122,NA,35.1,NA,4380,NA,10.9,NA,Fundulea,Winter barley,1998-1999
COF 3653,NA,NA,122,NA,43.5,70,NA,NA,NA,NA,Fundulea,Winter barley,1998-1999
COF 3653,NA,NA,NA,NA,33.1,NA,NA,NA,NA,NA,Fundulea,Winter barley,1998-1999
COF 3654,NA,NA,123,NA,41.8,NA,4800,NA,13.3,NA,Fundulea,Winter barley,1998-1999
COF 3654,NA,NA,NA,NA,44.5,68.4,NA,NA,NA,NA,Fundulea,Winter barley,1998-1999
COF 3654,NA,NA,NA,NA,41.8,NA,NA,NA,NA,NA,Fundulea,Winter barley,1998-1999
COF 3655,NA,NA,NA,NA,44.1,73.2,NA,NA,NA,NA,Fundulea,Winter barley,1998-1999
COF 3655,NA,NA,NA,NA,30.5,NA,NA,NA,NA,NA,Fundulea,Winter barley,1998-1999
COF 3656,NA,NA,NA,NA,42.1,70.2,NA,NA,NA,NA,Fundulea,Winter barley,1998-1999
COF 3656,NA,NA,NA,NA,34.3,NA,NA,NA,NA,NA,Fundulea,Winter barley,1998-1999
COF 3657,NA,NA,121,NA,39,NA,5030,NA,11.6,NA,Fundulea,Winter barley,1998-1999
COF 3657,NA,NA,NA,NA,40.4,70.4,NA,NA,NA,NA,Fundulea,Winter barley,1998-1999
COF 3657,NA,NA,122,NA,39,NA,5360,NA,11.9,NA,Fundulea,Winter barley,1998-1999
COF 3657,NA,NA,140,NA,39,NA,2370,NA,14.2,NA,Fundulea,Winter barley,1998-1999
COF 3657,NA,NA,NA,NA,30.9,NA,NA,NA,NA,NA,Fundulea,Winter barley,1998-1999
COF 3658,NA,NA,127,NA,39.8,NA,3930,NA,12.8,NA,Fundulea,Winter barley,1998-1999
COF 3658,NA,NA,NA,NA,44.4,71.4,NA,NA,NA,NA,Fundulea,Winter barley,1998-1999
COF 3658,NA,NA,NA,NA,39.8,NA,NA,NA,NA,NA,Fundulea,Winter barley,1998-1999
COF 3798,NA,NA,128,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1998-1999
COF 3841,NA,NA,124,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1998-1999
COF 3648,NA,NA,120,98,51.8,75.9,6153,3,11.1,55.1,Fundulea,Winter barley,1999-2000
COF 3649,NA,NA,121,88,43.4,69.5,7493,3,11.2,53.8,Fundulea,Winter barley,1999-2000
COF 3650,NA,NA,121,111,47.4,74.4,5484,4,10.7,48.4,Fundulea,Winter barley,1999-2000
COF 3651,NA,NA,122,107,50.5,70.3,5819,3,11.4,51.6,Fundulea,Winter barley,1999-2000
COF 3652,NA,NA,123,102,43,73.5,5860,3,10.8,50.2,Fundulea,Winter barley,1999-2000
COF 3653,NA,NA,122,88,43.5,70,5651,3,11.1,50.7,Fundulea,Winter barley,1999-2000
COF 3654,NA,NA,123,102,44.5,68.4,5233,4,10.8,54.7,Fundulea,Winter barley,1999-2000
COF 3655,NA,NA,127,98,44.1,73.2,5609,6,11.8,56.5,Fundulea,Winter barley,1999-2000
COF 3656,NA,NA,121,110,42.1,70.2,6572,4,10.7,55.5,Fundulea,Winter barley,1999-2000
COF 3657,NA,NA,121,109,40.4,70.4,6991,3,10.6,56.6,Fundulea,Winter barley,1999-2000
COF 3658,NA,NA,123,112,44.8,71.4,6405,3,9.8,55.6,Fundulea,Winter barley,1999-2000
COF 3648,NA,NA,NA,NA,46.9,NA,NA,NA,NA,NA,Fundulea,Winter barley,2000-2001
COF 3649,NA,NA,NA,NA,39.4,NA,NA,NA,NA,NA,Fundulea,Winter barley,2000-2001
COF 3650,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,Fundulea,Winter barley,2000-2001
COF 3651,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,Fundulea,Winter barley,2000-2001
COF 3652,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,Fundulea,Winter barley,2000-2001
COF 3653,NA,NA,NA,NA,35.2,NA,NA,NA,NA,NA,Fundulea,Winter barley,2000-2001
COF 3654,NA,NA,NA,NA,40.2,NA,NA,NA,NA,NA,Fundulea,Winter barley,2000-2001
COF 3655,NA,NA,NA,NA,38.9,NA,NA,NA,NA,NA,Fundulea,Winter barley,2000-2001
COF 3656,NA,NA,NA,NA,39.3,NA,NA,NA,NA,NA,Fundulea,Winter barley,2000-2001
COF 3657,NA,NA,NA,NA,35.9,NA,NA,NA,NA,NA,Fundulea,Winter barley,2000-2001
COF 3658,NA,NA,NA,NA,39.9,NA,NA,NA,NA,NA,Fundulea,Winter barley,2000-2001
COF 3648,NA,NA,NA,NA,37.5,NA,NA,NA,NA,NA,Fundulea,Winter barley,2001-2002
COF 3649,NA,NA,NA,NA,44.7,NA,NA,NA,NA,NA,Fundulea,Winter barley,2001-2002
COF 3650,NA,NA,NA,NA,41.6,NA,NA,NA,NA,NA,Fundulea,Winter barley,2001-2002
COF 3651,NA,NA,NA,NA,40.9,NA,NA,NA,NA,NA,Fundulea,Winter barley,2001-2002
COF 3652,NA,NA,NA,NA,36.7,NA,NA,NA,NA,NA,Fundulea,Winter barley,2001-2002
COF 3653,NA,NA,NA,NA,36.9,NA,NA,NA,NA,NA,Fundulea,Winter barley,2001-2002
COF 3654,NA,NA,NA,NA,40.5,NA,NA,NA,NA,NA,Fundulea,Winter barley,2001-2002
COF 3655,NA,NA,NA,NA,38.3,NA,NA,NA,NA,NA,Fundulea,Winter barley,2001-2002
COF 3656,NA,NA,NA,NA,36.7,NA,NA,NA,NA,NA,Fundulea,Winter barley,2001-2002
COF 3657,NA,NA,NA,NA,39.3,NA,NA,NA,NA,NA,Fundulea,Winter barley,2001-2002
COF 3658,NA,NA,NA,NA,38.6,NA,NA,NA,NA,NA,Fundulea,Winter barley,2001-2002
COF 3013,NA,NA,131,68,46,54.2,1300,1,NA,NA,Caracal,Winter barley,2002-2003
COF 3648,NA,NA,128,67,53,55.6,1985,1,NA,NA,Caracal,Winter barley,2002-2003
COF 3648,NA,NA,NA,NA,NA,NA,6900,NA,13.3,NA,Caracal,Winter barley,2002-2003
COF 3648,NA,NA,130,65,NA,NA,3470,NA,NA,NA,Suceava,Winter barley,2002-2003
COF 3648,NA,NA,132,81,46.4,66,4650,NA,NA,NA,Livada,Winter barley,2002-2003
COF 3648,NA,NA,131,NA,NA,NA,3960,NA,NA,NA,Albota,Winter barley,2002-2003
COF 3648,NA,NA,NA,70,56,66,600,1,NA,NA,Lovrin,Winter barley,2002-2003
COF 3649,NA,NA,131,60,46,56.8,1870,1,NA,NA,Caracal,Winter barley,2002-2003
COF 3649,NA,NA,131,60,46,56.6,1900,1,NA,NA,Caracal,Winter barley,2002-2003
COF 3649,NA,NA,NA,NA,NA,NA,7670,NA,12.1,NA,Caracal,Winter barley,2002-2003
COF 3649,NA,NA,131,53,NA,NA,2400,NA,NA,NA,Suceava,Winter barley,2002-2003
COF 3649,NA,NA,134,66,40.8,64,4230,NA,NA,NA,Livada,Winter barley,2002-2003
COF 3649,NA,NA,133,NA,NA,NA,2440,NA,NA,NA,Albota,Winter barley,2002-2003
COF 3649,NA,NA,NA,70,55.5,67,400,1,NA,NA,Lovrin,Winter barley,2002-2003
COF 3650,NA,NA,132,80,49,56.4,3000,1,NA,NA,Caracal,Winter barley,2002-2003
COF 3650,NA,NA,132,80,50,56.4,3000,1,NA,NA,Caracal,Winter barley,2002-2003
COF 3650,NA,NA,NA,NA,NA,NA,7300,NA,11.9,NA,Caracal,Winter barley,2002-2003
COF 3650,NA,NA,130,63,NA,NA,4000,NA,NA,NA,Suceava,Winter barley,2002-2003
COF 3650,NA,NA,133,82,38.4,62,5140,NA,NA,NA,Livada,Winter barley,2002-2003
COF 3650,NA,NA,133,NA,NA,NA,5280,NA,NA,NA,Albota,Winter barley,2002-2003
COF 3650,NA,NA,NA,45,30.2,NA,1730,NA,NA,NA,Perieni,Winter barley,2002-2003
COF 3650,NA,NA,NA,80,40,59,2100,1,NA,NA,Lovrin,Winter barley,2002-2003
COF 3651,NA,NA,129,75,49,55.6,1970,1,NA,NA,Caracal,Winter barley,2002-2003
COF 3651,NA,NA,NA,NA,NA,NA,7500,NA,12.7,NA,Caracal,Winter barley,2002-2003
COF 3651,NA,NA,129,62,NA,NA,2870,NA,NA,NA,Suceava,Winter barley,2002-2003
COF 3651,NA,NA,132,80,40.4,59,4470,NA,NA,NA,Livada,Winter barley,2002-2003
COF 3651,NA,NA,133,NA,NA,NA,3950,NA,NA,NA,Albota,Winter barley,2002-2003
COF 3651,NA,NA,NA,60,45,60,1716,1,NA,NA,Lovrin,Winter barley,2002-2003
COF 3652,NA,NA,130,74,47,49.6,2430,1,NA,NA,Caracal,Winter barley,2002-2003
COF 3652,NA,NA,NA,NA,NA,NA,7700,NA,11.9,NA,Caracal,Winter barley,2002-2003
COF 3652,NA,NA,130,65,NA,NA,4600,NA,NA,NA,Suceava,Winter barley,2002-2003
COF 3652,NA,NA,132,81,38.6,57,4600,NA,NA,NA,Livada,Winter barley,2002-2003
COF 3652,NA,NA,131,NA,NA,NA,3640,NA,NA,NA,Albota,Winter barley,2002-2003
COF 3652,NA,NA,NA,48,28.5,NA,1570,NA,NA,NA,Perieni,Winter barley,2002-2003
COF 3652,NA,NA,NA,70,45,58,1433,1,NA,NA,Lovrin,Winter barley,2002-2003
COF 3653,NA,NA,129,65,47,56.4,2400,1,NA,NA,Caracal,Winter barley,2002-2003
COF 3653,NA,NA,NA,NA,NA,NA,6970,NA,11.2,NA,Caracal,Winter barley,2002-2003
COF 3653,NA,NA,130,61,NA,NA,4200,NA,NA,NA,Suceava,Winter barley,2002-2003
COF 3653,NA,NA,132,72,40.4,59,4340,NA,NA,NA,Livada,Winter barley,2002-2003
COF 3653,NA,NA,131,NA,NA,NA,3050,NA,NA,NA,Albota,Winter barley,2002-2003
COF 3653,NA,NA,NA,53,36.2,NA,1460,NA,NA,NA,Perieni,Winter barley,2002-2003
COF 3653,NA,NA,NA,70,50,59,1800,1,NA,NA,Lovrin,Winter barley,2002-2003
COF 3654,NA,NA,132,68,47,52.4,2730,1,NA,NA,Caracal,Winter barley,2002-2003
COF 3654,NA,NA,NA,NA,NA,NA,6800,NA,12.9,NA,Caracal,Winter barley,2002-2003
COF 3654,NA,NA,131,61,NA,NA,5600,NA,NA,NA,Suceava,Winter barley,2002-2003
COF 3654,NA,NA,132,78,40.8,61,5030,NA,NA,NA,Livada,Winter barley,2002-2003
COF 3654,NA,NA,134,NA,NA,NA,5420,NA,NA,NA,Albota,Winter barley,2002-2003
COF 3654,NA,NA,NA,54,32.5,NA,1453,NA,NA,NA,Perieni,Winter barley,2002-2003
COF 3654,NA,NA,NA,60,50,60,2000,1,NA,NA,Lovrin,Winter barley,2002-2003
COF 3655,NA,NA,134,66,43,58,2030,1,NA,NA,Caracal,Winter barley,2002-2003
COF 3655,NA,NA,NA,NA,NA,NA,7470,NA,13.3,NA,Caracal,Winter barley,2002-2003
COF 3655,NA,NA,132,64,NA,NA,3600,NA,NA,NA,Suceava,Winter barley,2002-2003
COF 3655,NA,NA,135,76,38.6,63,4270,NA,NA,NA,Livada,Winter barley,2002-2003
COF 3655,NA,NA,138,NA,NA,NA,5780,NA,NA,NA,Albota,Winter barley,2002-2003
COF 3655,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,Perieni,Winter barley,2002-2003
COF 3655,NA,NA,NA,70,55,63,1716,1,NA,NA,Lovrin,Winter barley,2002-2003
COF 3656,NA,NA,130,63,47,53.2,2430,1,NA,NA,Caracal,Winter barley,2002-2003
COF 3656,NA,NA,NA,NA,NA,NA,6870,NA,12.7,NA,Caracal,Winter barley,2002-2003
COF 3656,NA,NA,129,63,NA,NA,4330,NA,NA,NA,Suceava,Winter barley,2002-2003
COF 3656,NA,NA,133,76,35.6,61,4130,NA,NA,NA,Livada,Winter barley,2002-2003
COF 3656,NA,NA,130,NA,NA,NA,7130,NA,NA,NA,Albota,Winter barley,2002-2003
COF 3656,NA,NA,NA,53,NA,NA,1900,NA,NA,NA,Perieni,Winter barley,2002-2003
COF 3656,NA,NA,NA,60,55,64,1683,1,NA,NA,Lovrin,Winter barley,2002-2003
COF 3657,NA,NA,132,62,45,55.2,1970,1,NA,NA,Caracal,Winter barley,2002-2003
COF 3657,NA,NA,NA,NA,NA,NA,7530,NA,11.3,NA,Caracal,Winter barley,2002-2003
COF 3657,NA,NA,130,61,NA,NA,2800,NA,NA,NA,Suceava,Winter barley,2002-2003
COF 3657,NA,NA,132,73,37.2,60,4160,NA,NA,NA,Livada,Winter barley,2002-2003
COF 3657,NA,NA,133,NA,NA,NA,3670,NA,NA,NA,Albota,Winter barley,2002-2003
COF 3657,NA,NA,NA,50,NA,NA,1330,NA,NA,NA,Perieni,Winter barley,2002-2003
COF 3657,NA,NA,NA,80,45,60,1450,1,NA,NA,Lovrin,Winter barley,2002-2003
COF 3658,NA,NA,132,67,45,59,1730,1,NA,NA,Caracal,Winter barley,2002-2003
COF 3658,NA,NA,NA,NA,NA,NA,6830,NA,12.4,NA,Caracal,Winter barley,2002-2003
COF 3658,NA,NA,131,61,NA,NA,2200,NA,NA,NA,Suceava,Winter barley,2002-2003
COF 3658,NA,NA,134,70,35.6,61,3450,NA,NA,NA,Livada,Winter barley,2002-2003
COF 3658,NA,NA,137,NA,NA,NA,4000,NA,NA,NA,Albota,Winter barley,2002-2003
COF 3658,NA,NA,NA,42,NA,NA,1470,NA,NA,NA,Perieni,Winter barley,2002-2003
COF 3658,NA,NA,NA,80,55,60,1416,1,NA,NA,Lovrin,Winter barley,2002-2003
COF 3648,NA,NA,NA,NA,47.9,NA,3350,NA,14,NA,Fundulea,Winter barley,2003-2004
COF 3648,NA,NA,123,78,46.1,71.5,4833,NA,12.9,58.7,Fundulea,Winter barley,2003-2004
COF 3648,NA,NA,NA,NA,48.1,NA,5198,NA,12.3,NA,Fundulea,Winter barley,2003-2004
COF 3648,NA,NA,NA,NA,NA,NA,6900,NA,13.3,NA,Caracal,Winter barley,2003-2004
COF 3648,NA,NA,NA,NA,NA,NA,6270,NA,NA,NA,Livada,Winter barley,2003-2004
COF 3648,NA,NA,NA,NA,NA,NA,2785,NA,NA,NA,Albota,Winter barley,2003-2004
COF 3648,NA,NA,130,65,50.4,71,2554,NA,NA,NA,Oradea,Winter barley,2003-2004
COF 3648,NA,NA,NA,NA,NA,NA,4366,NA,NA,NA,Perieni,Winter barley,2003-2004
COF 3648,NA,NA,NA,NA,NA,NA,NA,NA,15.3,NA,Braila,Winter barley,2003-2004
COF 3648,NA,NA,NA,NA,NA,NA,6917,NA,12.3,NA,Teleorman,Winter barley,2003-2004
COF 3648,NA,NA,NA,NA,NA,NA,3640,NA,11.7,NA,Simnic,Winter barley,2003-2004
COF 3648,NA,NA,NA,NA,NA,NA,5420,NA,NA,NA,Valul lui Traian,Winter barley,2003-2004
COF 3649,NA,NA,NA,NA,46.5,NA,5550,NA,12,NA,Fundulea,Winter barley,2003-2004
COF 3649,NA,NA,124,63,45.8,68,5633,NA,11.9,63.1,Fundulea,Winter barley,2003-2004
COF 3649,NA,NA,NA,NA,44.9,NA,5661,NA,10.8,NA,Fundulea,Winter barley,2003-2004
COF 3649,NA,NA,NA,NA,NA,NA,7670,NA,12.1,NA,Caracal,Winter barley,2003-2004
COF 3649,NA,NA,NA,NA,NA,NA,8030,NA,NA,NA,Livada,Winter barley,2003-2004
COF 3649,NA,NA,NA,NA,NA,NA,4714,NA,NA,NA,Albota,Winter barley,2003-2004
COF 3649,NA,NA,131,53,44.7,70.2,2890,NA,NA,NA,Oradea,Winter barley,2003-2004
COF 3649,NA,NA,NA,NA,NA,NA,4572,NA,NA,NA,Perieni,Winter barley,2003-2004
COF 3649,NA,NA,NA,NA,NA,NA,NA,NA,14.4,NA,Braila,Winter barley,2003-2004
COF 3649,NA,NA,NA,NA,NA,NA,6784,NA,12.2,NA,Teleorman,Winter barley,2003-2004
COF 3649,NA,NA,NA,NA,NA,NA,3360,NA,11.1,NA,Simnic,Winter barley,2003-2004
COF 3649,NA,NA,NA,NA,NA,NA,6850,NA,NA,NA,Valul lui Traian,Winter barley,2003-2004
COF 3650,NA,NA,NA,NA,41.5,NA,4754,NA,14.6,NA,Fundulea,Winter barley,2003-2004
COF 3650,NA,NA,125,90,48.5,68.9,5933,NA,10.6,60.7,Fundulea,Winter barley,2003-2004
COF 3650,NA,NA,NA,NA,46.2,NA,5367,NA,10.5,NA,Fundulea,Winter barley,2003-2004
COF 3650,NA,NA,NA,NA,NA,NA,7300,NA,11.9,NA,Caracal,Winter barley,2003-2004
COF 3650,NA,NA,NA,NA,NA,NA,6240,NA,NA,NA,Livada,Winter barley,2003-2004
COF 3650,NA,NA,NA,NA,NA,NA,4286,NA,NA,NA,Albota,Winter barley,2003-2004
COF 3650,NA,NA,130,63,40.9,68,2671,NA,NA,NA,Oradea,Winter barley,2003-2004
COF 3650,NA,NA,NA,NA,NA,NA,3813,NA,NA,NA,Perieni,Winter barley,2003-2004
COF 3650,NA,NA,NA,NA,NA,NA,NA,NA,15.7,NA,Braila,Winter barley,2003-2004
COF 3650,NA,NA,NA,NA,NA,NA,7817,NA,11.3,NA,Teleorman,Winter barley,2003-2004
COF 3650,NA,NA,NA,NA,NA,NA,4620,NA,10.1,NA,Simnic,Winter barley,2003-2004
COF 3650,NA,NA,NA,NA,NA,NA,6240,NA,NA,NA,Valul lui Traian,Winter barley,2003-2004
COF 3651,NA,NA,NA,NA,42.8,NA,5642,NA,14.5,NA,Fundulea,Winter barley,2003-2004
COF 3651,NA,NA,123,95,49.3,67.2,4783,NA,10.7,60.9,Fundulea,Winter barley,2003-2004
COF 3651,NA,NA,NA,NA,44,NA,5050,NA,12.1,NA,Fundulea,Winter barley,2003-2004
COF 3651,NA,NA,NA,NA,NA,NA,7500,NA,12.7,NA,Caracal,Winter barley,2003-2004
COF 3651,NA,NA,NA,NA,NA,NA,7150,NA,NA,NA,Livada,Winter barley,2003-2004
COF 3651,NA,NA,NA,NA,NA,NA,4429,NA,NA,NA,Albota,Winter barley,2003-2004
COF 3651,NA,NA,129,62,44.4,71,3451,NA,NA,NA,Oradea,Winter barley,2003-2004
COF 3651,NA,NA,NA,NA,NA,NA,4547,NA,NA,NA,Perieni,Winter barley,2003-2004
COF 3651,NA,NA,NA,NA,NA,NA,NA,NA,14.7,NA,Braila,Winter barley,2003-2004
COF 3651,NA,NA,NA,NA,NA,NA,7661,NA,11,NA,Teleorman,Winter barley,2003-2004
COF 3651,NA,NA,NA,NA,NA,NA,3340,NA,10.3,NA,Simnic,Winter barley,2003-2004
COF 3651,NA,NA,NA,NA,NA,NA,6010,NA,NA,NA,Valul lui Traian,Winter barley,2003-2004
COF 3652,NA,NA,NA,NA,40.4,NA,4643,NA,15.7,NA,Fundulea,Winter barley,2003-2004
COF 3652,NA,NA,124,105,42.6,68.1,5900,NA,10.8,61.6,Fundulea,Winter barley,2003-2004
COF 3652,NA,NA,NA,NA,44.6,NA,5150,NA,10.8,NA,Fundulea,Winter barley,2003-2004
COF 3652,NA,NA,NA,NA,NA,NA,7700,NA,11.9,NA,Caracal,Winter barley,2003-2004
COF 3652,NA,NA,NA,NA,NA,NA,6280,NA,NA,NA,Livada,Winter barley,2003-2004
COF 3652,NA,NA,NA,NA,NA,NA,4833,NA,NA,NA,Albota,Winter barley,2003-2004
COF 3652,NA,NA,130,65,39.4,69.8,2237,NA,NA,NA,Oradea,Winter barley,2003-2004
COF 3652,NA,NA,NA,NA,NA,NA,5766,NA,NA,NA,Perieni,Winter barley,2003-2004
COF 3652,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,Braila,Winter barley,2003-2004
COF 3652,NA,NA,NA,NA,NA,NA,7467,NA,11,NA,Teleorman,Winter barley,2003-2004
COF 3652,NA,NA,NA,NA,NA,NA,3990,NA,10,NA,Simnic,Winter barley,2003-2004
COF 3652,NA,NA,NA,NA,NA,NA,5910,NA,NA,NA,Valul lui Traian,Winter barley,2003-2004
COF 3653,NA,NA,NA,NA,47.9,NA,6475,NA,12.3,NA,Fundulea,Winter barley,2003-2004
COF 3653,NA,NA,122,92,46.4,68.1,5733,NA,10.2,61.6,Fundulea,Winter barley,2003-2004
COF 3653,NA,NA,NA,NA,44.6,NA,5783,NA,10.6,NA,Fundulea,Winter barley,2003-2004
COF 3653,NA,NA,NA,NA,NA,NA,6970,NA,11.2,NA,Caracal,Winter barley,2003-2004
COF 3653,NA,NA,NA,NA,NA,NA,6220,NA,NA,NA,Livada,Winter barley,2003-2004
COF 3653,NA,NA,NA,NA,NA,NA,3000,NA,NA,NA,Albota,Winter barley,2003-2004
COF 3653,NA,NA,130,61,37,67.8,2834,NA,NA,NA,Oradea,Winter barley,2003-2004
COF 3653,NA,NA,NA,NA,NA,NA,5741,NA,NA,NA,Perieni,Winter barley,2003-2004
COF 3653,NA,NA,NA,NA,NA,NA,NA,NA,15.2,NA,Braila,Winter barley,2003-2004
COF 3653,NA,NA,NA,NA,NA,NA,7580,NA,10.7,NA,Teleorman,Winter barley,2003-2004
COF 3653,NA,NA,NA,NA,NA,NA,4490,NA,10,NA,Simnic,Winter barley,2003-2004
COF 3653,NA,NA,NA,NA,NA,NA,7360,NA,NA,NA,Valul lui Traian,Winter barley,2003-2004
COF 3654,NA,NA,NA,NA,45.2,NA,5753,NA,14.9,NA,Fundulea,Winter barley,2003-2004
COF 3654,NA,NA,124,89,46.8,72.1,3883,NA,12.5,58.7,Fundulea,Winter barley,2003-2004
COF 3654,NA,NA,NA,NA,44.8,NA,4567,NA,12.5,NA,Fundulea,Winter barley,2003-2004
COF 3654,NA,NA,NA,NA,NA,NA,6800,NA,12.9,NA,Caracal,Winter barley,2003-2004
COF 3654,NA,NA,NA,NA,NA,NA,7130,NA,NA,NA,Livada,Winter barley,2003-2004
COF 3654,NA,NA,NA,NA,NA,NA,3714,NA,NA,NA,Albota,Winter barley,2003-2004
COF 3654,NA,NA,131,61,37.3,68.6,2973,NA,NA,NA,Oradea,Winter barley,2003-2004
COF 3654,NA,NA,NA,NA,NA,NA,5413,NA,NA,NA,Perieni,Winter barley,2003-2004
COF 3654,NA,NA,NA,NA,NA,NA,NA,NA,15.2,NA,Braila,Winter barley,2003-2004
COF 3654,NA,NA,NA,NA,NA,NA,7703,NA,12.1,NA,Teleorman,Winter barley,2003-2004
COF 3654,NA,NA,NA,NA,NA,NA,4230,NA,11.9,NA,Simnic,Winter barley,2003-2004
COF 3654,NA,NA,NA,NA,NA,NA,6580,NA,NA,NA,Valul lui Traian,Winter barley,2003-2004
COF 3655,NA,NA,NA,NA,43.7,NA,3300,NA,16.1,NA,Fundulea,Winter barley,2003-2004
COF 3655,NA,NA,120,104,44.8,70,4317,NA,12.9,56.7,Fundulea,Winter barley,2003-2004
COF 3655,NA,NA,NA,NA,44.2,NA,5833,NA,13.8,NA,Fundulea,Winter barley,2003-2004
COF 3655,NA,NA,NA,NA,NA,NA,7470,NA,13.3,NA,Caracal,Winter barley,2003-2004
COF 3655,NA,NA,NA,NA,NA,NA,6970,NA,NA,NA,Livada,Winter barley,2003-2004
COF 3655,NA,NA,NA,NA,NA,NA,2523,NA,NA,NA,Albota,Winter barley,2003-2004
COF 3655,NA,NA,132,64,40.7,70,2824,NA,NA,NA,Oradea,Winter barley,2003-2004
COF 3655,NA,NA,NA,NA,NA,NA,4296,NA,NA,NA,Perieni,Winter barley,2003-2004
COF 3655,NA,NA,NA,NA,NA,NA,NA,NA,15.7,NA,Braila,Winter barley,2003-2004
COF 3655,NA,NA,NA,NA,NA,NA,7884,NA,12.3,NA,Teleorman,Winter barley,2003-2004
COF 3655,NA,NA,NA,NA,NA,NA,3970,NA,11.2,NA,Simnic,Winter barley,2003-2004
COF 3655,NA,NA,NA,NA,NA,NA,6380,NA,NA,NA,Valul lui Traian,Winter barley,2003-2004
COF 3656,NA,NA,NA,NA,44,NA,4403,NA,14,NA,Fundulea,Winter barley,2003-2004
COF 3656,NA,NA,124,85,45,67.8,5133,NA,10.6,61.3,Fundulea,Winter barley,2003-2004
COF 3656,NA,NA,NA,NA,43.2,NA,5083,NA,10.2,NA,Fundulea,Winter barley,2003-2004
COF 3656,NA,NA,NA,NA,NA,NA,6870,NA,12.7,NA,Caracal,Winter barley,2003-2004
COF 3656,NA,NA,NA,NA,NA,NA,5720,NA,NA,NA,Livada,Winter barley,2003-2004
COF 3656,NA,NA,NA,NA,NA,NA,4071,NA,NA,NA,Albota,Winter barley,2003-2004
COF 3656,NA,NA,129,63,41.2,68.2,2212,NA,NA,NA,Oradea,Winter barley,2003-2004
COF 3656,NA,NA,NA,NA,NA,NA,4648,NA,NA,NA,Perieni,Winter barley,2003-2004
COF 3656,NA,NA,NA,NA,NA,NA,NA,NA,14.6,NA,Braila,Winter barley,2003-2004
COF 3656,NA,NA,NA,NA,NA,NA,7588,NA,10.9,NA,Teleorman,Winter barley,2003-2004
COF 3656,NA,NA,NA,NA,NA,NA,3650,NA,9.6,NA,Simnic,Winter barley,2003-2004
COF 3656,NA,NA,NA,NA,NA,NA,6790,NA,NA,NA,Valul lui Traian,Winter barley,2003-2004
COF 3657,NA,NA,NA,NA,44.4,NA,5661,NA,10.8,NA,Fundulea,Winter barley,2003-2004
COF 3657,NA,NA,124,87,42.3,69.4,6800,NA,9.1,62.1,Fundulea,Winter barley,2003-2004
COF 3657,NA,NA,NA,NA,42.4,NA,6700,NA,9.2,NA,Fundulea,Winter barley,2003-2004
COF 3657,NA,NA,NA,NA,NA,NA,7530,NA,11.3,NA,Caracal,Winter barley,2003-2004
COF 3657,NA,NA,NA,NA,NA,NA,8270,NA,NA,NA,Livada,Winter barley,2003-2004
COF 3657,NA,NA,NA,NA,NA,NA,4881,NA,NA,NA,Albota,Winter barley,2003-2004
