accenumb,campaign,days_to_heading
IG 43169,1995-1996,148
IG 43173,1995-1996,142
IG 43188,1995-1996,154
IG 43191,1995-1996,152
IG 43192,1995-1996,154
IG 43196,1995-1996,148
IG 43198,1995-1996,159
IG 43200,1995-1996,154
IG 43201,1995-1996,154
IG 43202,1995-1996,154
IG 43203,1995-1996,150
IG 43204,1995-1996,154
IG 43205,1995-1996,150
IG 43209,1995-1996,150
IG 43212,1995-1996,142
IG 43213,1995-1996,144
IG 43214,1995-1996,148
IG 43215,1995-1996,142
IG 43216,1995-1996,148
IG 43217,1995-1996,152
IG 43218,1995-1996,148
IG 43219,1995-1996,152
IG 43220,1995-1996,146
IG 43222,1995-1996,150
IG 43223,1995-1996,150
IG 43227,1995-1996,154
IG 43229,1995-1996,160
IG 43230,1995-1996,152
IG 43232,1995-1996,156
IG 43236,1995-1996,150
IG 43240,1995-1996,138
IG 43242,1995-1996,142
IG 43243,1995-1996,148
IG 43244,1995-1996,140
IG 43245,1995-1996,138
IG 43246,1995-1996,135
IG 43247,1995-1996,138
IG 43248,1995-1996,136
IG 43249,1995-1996,138
IG 43250,1995-1996,135
IG 43251,1995-1996,135
IG 43252,1995-1996,135
IG 43255,1995-1996,138
IG 43256,1995-1996,140
IG 43257,1995-1996,135
IG 43258,1995-1996,135
IG 43260,1995-1996,142
IG 43261,1995-1996,133
IG 43262,1995-1996,138
IG 43271,1995-1996,138
IG 43273,1995-1996,142
IG 43274,1995-1996,135
IG 43275,1995-1996,136
IG 43277,1995-1996,132
IG 43277,1995-1996,147
IG 43278,1995-1996,135
IG 43279,1995-1996,147
IG 43280,1995-1996,132
IG 43282,1995-1996,164
IG 43283,1995-1996,135
IG 43284,1995-1996,127
IG 43285,1995-1996,135
IG 43285,1995-1996,156
IG 43287,1995-1996,128
IG 43288,1995-1996,135
IG 43288,1995-1996,164
IG 43289,1995-1996,136
IG 43289,1995-1996,164
IG 43291,1995-1996,129
IG 43292,1995-1996,127
IG 43293,1995-1996,128
IG 43293,1995-1996,156
IG 43295,1995-1996,129
IG 43297,1995-1996,130
IG 43298,1995-1996,129
IG 43300,1995-1996,130
IG 43300,1995-1996,156
IG 43301,1995-1996,129
IG 43301,1995-1996,156
IG 43302,1995-1996,135
IG 43303,1995-1996,135
IG 43304,1995-1996,140
IG 43305,1995-1996,129
IG 43305,1995-1996,156
IG 43306,1995-1996,135
IG 43306,1995-1996,173
IG 43307,1995-1996,135
IG 43307,1995-1996,164
IG 43310,1995-1996,135
IG 43311,1995-1996,130
IG 43319,1995-1996,140
IG 43319,1995-1996,156
IG 43320,1995-1996,142
IG 43322,1995-1996,125
IG 43322,1995-1996,147
IG 43323,1995-1996,126
IG 43323,1995-1996,147
IG 43325,1995-1996,129
IG 43327,1995-1996,125
IG 43327,1995-1996,147
IG 43328,1995-1996,136
IG 43328,1995-1996,156
IG 43330,1995-1996,132
IG 43333,1995-1996,133
IG 43333,1995-1996,156
IG 43334,1995-1996,138
IG 43337,1995-1996,164
IG 43341,1995-1996,146
IG 43343,1995-1996,146
IG 43344,1995-1996,150
IG 43351,1995-1996,164
IG 43401,1995-1996,146
IG 43593,1995-1996,173
IG 43596,1995-1996,173
IG 43601,1995-1996,148
IG 43602,1995-1996,148
IG 43806,1995-1996,154
IG 43807,1995-1996,158
IG 43812,1995-1996,158
IG 43813,1995-1996,160
IG 43814,1995-1996,154
IG 43819,1995-1996,154
IG 43820,1995-1996,161
IG 43902,1995-1996,136
IG 43903,1995-1996,148
IG 44196,1995-1996,135
IG 44197,1995-1996,138
IG 44198,1995-1996,133
IG 44199,1995-1996,142
IG 44200,1995-1996,142
IG 44201,1995-1996,138
IG 44202,1995-1996,138
IG 44203,1995-1996,138
IG 44204,1995-1996,140
IG 44205,1995-1996,140
IG 44206,1995-1996,135
IG 44207,1995-1996,140
IG 44210,1995-1996,143
IG 44211,1995-1996,144
IG 44212,1995-1996,148
IG 44213,1995-1996,142
IG 44214,1995-1996,150
IG 44216,1995-1996,133
IG 44217,1995-1996,137
IG 44218,1995-1996,132
IG 44219,1995-1996,129
IG 44220,1995-1996,135
IG 44221,1995-1996,133
IG 44222,1995-1996,144
IG 44223,1995-1996,146
IG 44224,1995-1996,132
IG 44225,1995-1996,130
IG 44226,1995-1996,135
IG 44227,1995-1996,135
IG 44228,1995-1996,135
IG 44229,1995-1996,137
IG 44230,1995-1996,135
IG 44231,1995-1996,135
IG 44232,1995-1996,140
IG 44233,1995-1996,142
IG 44234,1995-1996,138
IG 44235,1995-1996,135
IG 44236,1995-1996,129
IG 44237,1995-1996,132
IG 44238,1995-1996,135
IG 44239,1995-1996,137
IG 44241,1995-1996,133
IG 44242,1995-1996,135
IG 44242,1995-1996,156
IG 44243,1995-1996,138
IG 44244,1995-1996,136
IG 44245,1995-1996,135
IG 44246,1995-1996,138
IG 44247,1995-1996,140
IG 44247,1995-1996,156
IG 44248,1995-1996,156
IG 44249,1995-1996,156
IG 44250,1995-1996,164
IG 44251,1995-1996,135
IG 44251,1995-1996,164
IG 44252,1995-1996,138
IG 44254,1995-1996,138
IG 44255,1995-1996,140
IG 44256,1995-1996,135
IG 44256,1995-1996,147
IG 44257,1995-1996,135
IG 44257,1995-1996,147
IG 44258,1995-1996,140
IG 44258,1995-1996,167
IG 44260,1995-1996,138
IG 44261,1995-1996,138
IG 44261,1995-1996,167
IG 44262,1995-1996,148
IG 44263,1995-1996,146
IG 44264,1995-1996,135
IG 44265,1995-1996,138
IG 44266,1995-1996,135
IG 44267,1995-1996,133
IG 44268,1995-1996,140
IG 44270,1995-1996,142
IG 44271,1995-1996,178
IG 44272,1995-1996,130
IG 44273,1995-1996,132
IG 44274,1995-1996,129
IG 44275,1995-1996,135
IG 44276,1995-1996,148
IG 44277,1995-1996,148
IG 44278,1995-1996,178
IG 44279,1995-1996,146
IG 44280,1995-1996,135
IG 44281,1995-1996,135
IG 44282,1995-1996,146
IG 44283,1995-1996,148
IG 44283,1995-1996,178
IG 44284,1995-1996,135
IG 44285,1995-1996,135
IG 44286,1995-1996,148
IG 44287,1995-1996,146
IG 44288,1995-1996,138
IG 44289,1995-1996,138
IG 44290,1995-1996,148
IG 44291,1995-1996,146
IG 44292,1995-1996,135
IG 44293,1995-1996,138
IG 44294,1995-1996,138
IG 44295,1995-1996,138
IG 44296,1995-1996,135
IG 44297,1995-1996,135
IG 44298,1995-1996,148
IG 44299,1995-1996,148
IG 44518,1995-1996,152
IG 44519,1995-1996,150
IG 44520,1995-1996,154
IG 44521,1995-1996,154
IG 44526,1995-1996,129
IG 44529,1995-1996,138
IG 44533,1995-1996,142
IG 44535,1995-1996,146
IG 44538,1995-1996,138
IG 44540,1995-1996,135
IG 44541,1995-1996,142
IG 44542,1995-1996,138
IG 44545,1995-1996,133
IG 44546,1995-1996,132
IG 44549,1995-1996,133
IG 44550,1995-1996,127
IG 44699,1995-1996,146
IG 44700,1995-1996,146
IG 44701,1995-1996,146
IG 44703,1995-1996,146
IG 44704,1995-1996,146
IG 44705,1995-1996,146
IG 44706,1995-1996,146
IG 44710,1995-1996,150
IG 44712,1995-1996,152
IG 44713,1995-1996,154
IG 44716,1995-1996,156
IG 44717,1995-1996,146
IG 44718,1995-1996,146
IG 44719,1995-1996,146
IG 76299,1995-1996,146
IG 76363,1995-1996,148
IG 76630,1995-1996,146
IG 76804,1995-1996,148
IG 76821,1995-1996,148
IG 76903,1995-1996,140
IG 76948,1995-1996,142
IG 77222,1995-1996,148
IG 77492,1995-1996,146
IG 77578,1995-1996,146
IG 77748,1995-1996,150
IG 78121,1995-1996,142
IG 78150,1995-1996,142
IG 78439,1995-1996,142
IG 78492,1995-1996,129
IG 78493,1995-1996,152
IG 78496,1995-1996,129
IG 78507,1995-1996,140
IG 78543,1995-1996,143
IG 78756,1995-1996,142
IG 78780,1995-1996,144
IG 78803,1995-1996,144
IG 78878,1995-1996,146
IG 79012,1995-1996,144
IG 79030,1995-1996,142
IG 79145,1995-1996,142
IG 79153,1995-1996,144
IG 79173,1995-1996,144
IG 79232,1995-1996,144
IG 79253,1995-1996,142
IG 79442,1995-1996,142
IG 79553,1995-1996,144
IG 79577,1995-1996,146
IG 79594,1995-1996,142
IG 79754,1995-1996,142
IG 80088,1995-1996,136
IG 80154,1995-1996,142
IG 80248,1995-1996,142
IG 80274,1995-1996,140
IG 80404,1995-1996,138
IG 80411,1995-1996,138
IG 80503,1995-1996,135
IG 80503,1995-1996,164
IG 80504,1995-1996,142
IG 80528,1995-1996,148
IG 80558,1995-1996,142
IG 80623,1995-1996,164
IG 80630,1995-1996,156
IG 80674,1995-1996,156
IG 80687,1995-1996,167
IG 80712,1995-1996,144
IG 80728,1995-1996,173
IG 80763,1995-1996,164
IG 80790,1995-1996,138
IG 80813,1995-1996,143
IG 80833,1995-1996,144
IG 80877,1995-1996,143
IG 80878,1995-1996,144
IG 80891,1995-1996,142
IG 80893,1995-1996,144
IG 80894,1995-1996,144
IG 80918,1995-1996,132
IG 80922,1995-1996,140
IG 80960,1995-1996,138
IG 80987,1995-1996,138
IG 80997,1995-1996,135
IG 81051,1995-1996,142
IG 81056,1995-1996,167
IG 81112,1995-1996,136
IG 81142,1995-1996,138
IG 81147,1995-1996,140
IG 81148,1995-1996,138
IG 81163,1995-1996,135
IG 81260,1995-1996,142
IG 81526,1995-1996,142
IG 81529,1995-1996,129
IG 81529,1995-1996,147
IG 81534,1995-1996,140
IG 81541,1995-1996,135
IG 81542,1995-1996,138
IG 81543,1995-1996,136
IG 81546,1995-1996,136
IG 81608,1995-1996,136
IG 81682,1995-1996,138
IG 81725,1995-1996,138
IG 81813,1995-1996,142
IG 81867,1995-1996,140
IG 81868,1995-1996,135
IG 81872,1995-1996,138
IG 82059,1995-1996,148
IG 82096,1995-1996,142
IG 82100,1995-1996,148
IG 82173,1995-1996,150
IG 82174,1995-1996,148
IG 82181,1995-1996,148
IG 82182,1995-1996,152
IG 82185,1995-1996,146
IG 82233,1995-1996,148
IG 82329,1995-1996,148
IG 82352,1995-1996,142
IG 82358,1995-1996,144
IG 82363,1995-1996,144
IG 82365,1995-1996,129
IG 82389,1995-1996,148
IG 82409,1995-1996,144
IG 82409,1995-1996,173
IG 82433,1995-1996,138
IG 82766,1995-1996,152
IG 82779,1995-1996,135
IG 82779,1995-1996,156
IG 82842,1995-1996,156
IG 82847,1995-1996,144
IG 82859,1995-1996,148
IG 82883,1995-1996,142
IG 82891,1995-1996,140
IG 82931,1995-1996,148
IG 82950,1995-1996,132
IG 82952,1995-1996,146
IG 82974,1995-1996,148
IG 83012,1995-1996,156
IG 83040,1995-1996,138
IG 83040,1995-1996,156
IG 83564,1995-1996,142
IG 83801,1995-1996,138
IG 83859,1995-1996,138
IG 83930,1995-1996,148
IG 83931,1995-1996,156
IG 83932,1995-1996,146
IG 83941,1995-1996,142
IG 83979,1995-1996,152
IG 84029,1995-1996,144
IG 84030,1995-1996,146
IG 84035,1995-1996,148
IG 84218,1995-1996,144
IG 84242,1995-1996,143
IG 84270,1995-1996,146
IG 84271,1995-1996,148
IG 85060,1995-1996,142
IG 85780,1995-1996,143
IG 85989,1995-1996,142
IG 86411,1995-1996,135
IG 92941,1995-1996,167
IG 92942,1995-1996,164
IG 94059,1995-1996,146
IG 94090,1995-1996,146
IG 94092,1995-1996,144
IG 94094,1995-1996,135
IG 94096,1995-1996,146
IG 94102,1995-1996,144
IG 94103,1995-1996,146
IG 94111,1995-1996,144
IG 94129,1995-1996,146
IG 94204,1995-1996,135
IG 94213,1995-1996,146
IG 94277,1995-1996,138
IG 94279,1995-1996,135
IG 94280,1995-1996,138
IG 94294,1995-1996,140
IG 94331,1995-1996,146
IG 94342,1995-1996,133
IG 94362,1995-1996,133
IG 94428,1995-1996,144
IG 94437,1995-1996,146
IG 94531,1995-1996,148
IG 94557,1995-1996,135
IG 94629,1995-1996,146
IG 94631,1995-1996,142
IG 94635,1995-1996,146
IG 94639,1995-1996,146
IG 94640,1995-1996,142
IG 94642,1995-1996,135
IG 94644,1995-1996,133
IG 94645,1995-1996,133
IG 94646,1995-1996,135
IG 94648,1995-1996,135
IG 94670,1995-1996,138
IG 94673,1995-1996,144
IG 94705,1995-1996,135
IG 94706,1995-1996,136
IG 94709,1995-1996,138
IG 94720,1995-1996,138
IG 94721,1995-1996,138
IG 94722,1995-1996,138
IG 94753,1995-1996,144
IG 94754,1995-1996,146
IG 94763,1995-1996,142
IG 94781,1995-1996,136
IG 94796,1995-1996,140
IG 94797,1995-1996,146
IG 94814,1995-1996,146
IG 94856,1995-1996,135
IG 94857,1995-1996,135
IG 94862,1995-1996,133
IG 94873,1995-1996,138
IG 94890,1995-1996,135
IG 94906,1995-1996,146
IG 94909,1995-1996,135
IG 94920,1995-1996,142
IG 94927,1995-1996,135
IG 95833,1995-1996,136
IG 95939,1995-1996,142
IG 113089,1996-1997,161
IG 113090,1996-1997,166
IG 113097,1996-1997,166
IG 113098,1996-1997,166
IG 113099,1996-1997,166
IG 113100,1996-1997,166
IG 113101,1996-1997,166
IG 113102,1996-1997,166
IG 113103,1996-1997,172
IG 113105,1996-1997,166
IG 113106,1996-1997,166
IG 113107,1996-1997,172
IG 113108,1996-1997,172
IG 113109,1996-1997,166
IG 113110,1996-1997,172
IG 113111,1996-1997,166
IG 113112,1996-1997,172
IG 113113,1996-1997,172
IG 113116,1996-1997,166
IG 113117,1996-1997,166
IG 113220,1996-1997,166
IG 113221,1996-1997,166
IG 113222,1996-1997,166
IG 113223,1996-1997,166
IG 113224,1996-1997,166
IG 113225,1996-1997,166
IG 113226,1996-1997,166
IG 113227,1996-1997,166
IG 41220,1996-1997,164
IG 41224,1996-1997,180
IG 41231,1996-1997,172
IG 41241,1996-1997,169
IG 41252,1996-1997,169
IG 41262,1996-1997,180
IG 41271,1996-1997,174
IG 41273,1996-1997,180
IG 41282,1996-1997,172
IG 41285,1996-1997,180
IG 41288,1996-1997,174
IG 41292,1996-1997,180
IG 41315,1996-1997,174
IG 41319,1996-1997,178
IG 41321,1996-1997,172
IG 41322,1996-1997,178
IG 41330,1996-1997,180
IG 41332,1996-1997,183
IG 41336,1996-1997,172
IG 41342,1996-1997,178
IG 41344,1996-1997,172
IG 41345,1996-1997,180
IG 41351,1996-1997,183
IG 41357,1996-1997,180
IG 41358,1996-1997,180
IG 41365,1996-1997,180
IG 41369,1996-1997,178
IG 41370,1996-1997,180
IG 41371,1996-1997,174
IG 41373,1996-1997,180
IG 41375,1996-1997,183
IG 41377,1996-1997,180
IG 41378,1996-1997,180
IG 41379,1996-1997,180
IG 41381,1996-1997,180
IG 41382,1996-1997,180
IG 41383,1996-1997,180
IG 41385,1996-1997,180
IG 41389,1996-1997,172
IG 41391,1996-1997,180
IG 41392,1996-1997,180
IG 41393,1996-1997,183
IG 41394,1996-1997,183
IG 41395,1996-1997,174
IG 41396,1996-1997,180
IG 41399,1996-1997,169
IG 41400,1996-1997,169
IG 41402,1996-1997,172
IG 41403,1996-1997,172
IG 41406,1996-1997,174
IG 41413,1996-1997,169
IG 41415,1996-1997,169
IG 41420,1996-1997,172
IG 41423,1996-1997,172
IG 41424,1996-1997,180
IG 41428,1996-1997,164
IG 41436,1996-1997,172
IG 41442,1996-1997,164
IG 41453,1996-1997,172
IG 41454,1996-1997,164
IG 41456,1996-1997,180
IG 41466,1996-1997,174
IG 41468,1996-1997,180
IG 41469,1996-1997,169
IG 41474,1996-1997,164
IG 41475,1996-1997,164
IG 41476,1996-1997,169
IG 41479,1996-1997,169
IG 41485,1996-1997,164
IG 41487,1996-1997,169
IG 41488,1996-1997,169
IG 41489,1996-1997,169
IG 41490,1996-1997,160
IG 41494,1996-1997,169
IG 41508,1996-1997,164
IG 41509,1996-1997,160
IG 41511,1996-1997,178
IG 41512,1996-1997,160
IG 41513,1996-1997,164
IG 41514,1996-1997,164
IG 41516,1996-1997,164
IG 41519,1996-1997,172
IG 41524,1996-1997,180
IG 41525,1996-1997,180
IG 41527,1996-1997,180
IG 41528,1996-1997,172
IG 41529,1996-1997,164
IG 41530,1996-1997,180
IG 41534,1996-1997,164
IG 41538,1996-1997,169
IG 41540,1996-1997,164
IG 41541,1996-1997,164
IG 41543,1996-1997,169
IG 41545,1996-1997,169
IG 41547,1996-1997,164
IG 41550,1996-1997,160
IG 41551,1996-1997,160
IG 41556,1996-1997,160
IG 41559,1996-1997,164
IG 41565,1996-1997,160
IG 41567,1996-1997,160
IG 41575,1996-1997,169
IG 41578,1996-1997,160
IG 41579,1996-1997,160
IG 41580,1996-1997,160
IG 41582,1996-1997,160
IG 41584,1996-1997,160
IG 41585,1996-1997,164
IG 41586,1996-1997,160
IG 41588,1996-1997,160
IG 41589,1996-1997,160
IG 41590,1996-1997,160
IG 41594,1996-1997,160
IG 41596,1996-1997,160
IG 41597,1996-1997,160
IG 41599,1996-1997,168
IG 41601,1996-1997,160
IG 41602,1996-1997,164
IG 41603,1996-1997,164
IG 41606,1996-1997,160
IG 41609,1996-1997,164
IG 41610,1996-1997,169
IG 41611,1996-1997,164
IG 41612,1996-1997,169
IG 41613,1996-1997,169
IG 41614,1996-1997,164
IG 41616,1996-1997,169
IG 41618,1996-1997,164
IG 41622,1996-1997,172
IG 41624,1996-1997,164
IG 41629,1996-1997,164
IG 41632,1996-1997,164
IG 41634,1996-1997,160
IG 41635,1996-1997,160
IG 41636,1996-1997,160
IG 41639,1996-1997,169
IG 41640,1996-1997,160
IG 41643,1996-1997,160
IG 41645,1996-1997,164
IG 41655,1996-1997,164
IG 41658,1996-1997,160
IG 41661,1996-1997,160
IG 41666,1996-1997,160
IG 41667,1996-1997,160
IG 41669,1996-1997,160
IG 41670,1996-1997,160
IG 41672,1996-1997,160
IG 41673,1996-1997,160
IG 41675,1996-1997,160
IG 41677,1996-1997,160
IG 41678,1996-1997,160
IG 41680,1996-1997,160
IG 41681,1996-1997,160
IG 41682,1996-1997,160
IG 41683,1996-1997,164
IG 41685,1996-1997,169
IG 41686,1996-1997,164
IG 41697,1996-1997,172
IG 41698,1996-1997,172
IG 41705,1996-1997,172
IG 41713,1996-1997,164
IG 41714,1996-1997,164
IG 41715,1996-1997,169
IG 41716,1996-1997,164
IG 41720,1996-1997,160
IG 41722,1996-1997,160
IG 41724,1996-1997,160
IG 41725,1996-1997,160
IG 41728,1996-1997,164
IG 41731,1996-1997,164
IG 41732,1996-1997,160
IG 41733,1996-1997,160
IG 41736,1996-1997,160
IG 41739,1996-1997,164
IG 41740,1996-1997,160
IG 41744,1996-1997,169
IG 41745,1996-1997,169
IG 41746,1996-1997,169
IG 41747,1996-1997,160
IG 41748,1996-1997,164
IG 41749,1996-1997,164
IG 41750,1996-1997,169
IG 41751,1996-1997,164
IG 41754,1996-1997,164
IG 41757,1996-1997,164
IG 41758,1996-1997,164
IG 41759,1996-1997,160
IG 41760,1996-1997,164
IG 41761,1996-1997,164
IG 41762,1996-1997,164
IG 41768,1996-1997,172
IG 41769,1996-1997,169
IG 41771,1996-1997,160
IG 41772,1996-1997,160
IG 41775,1996-1997,164
IG 41779,1996-1997,160
IG 41781,1996-1997,164
IG 41783,1996-1997,180
IG 41784,1996-1997,160
IG 41785,1996-1997,180
IG 41798,1996-1997,166
IG 41800,1996-1997,166
IG 42009,1996-1997,164
IG 42010,1996-1997,160
IG 42012,1996-1997,164
IG 42013,1996-1997,160
IG 42017,1996-1997,169
IG 42018,1996-1997,164
IG 42021,1996-1997,160
IG 42024,1996-1997,164
IG 42027,1996-1997,160
IG 42028,1996-1997,160
IG 42039,1996-1997,164
IG 42043,1996-1997,164
IG 42047,1996-1997,172
IG 42050,1996-1997,164
IG 42053,1996-1997,164
IG 42054,1996-1997,164
IG 42055,1996-1997,164
IG 42058,1996-1997,169
IG 42059,1996-1997,164
IG 42062,1996-1997,164
IG 42126,1996-1997,160
IG 42127,1996-1997,159
IG 42128,1996-1997,159
IG 42131,1996-1997,166
IG 42133,1996-1997,166
IG 42136,1996-1997,161
IG 42138,1996-1997,161
IG 42139,1996-1997,161
IG 42140,1996-1997,160
IG 42141,1996-1997,159
IG 42147,1996-1997,169
IG 42156,1996-1997,161
IG 42157,1996-1997,166
IG 42158,1996-1997,161
IG 42192,1996-1997,172
IG 42194,1996-1997,174
IG 42195,1996-1997,174
IG 42197,1996-1997,174
IG 42198,1996-1997,174
IG 42199,1996-1997,172
IG 42200,1996-1997,172
IG 42201,1996-1997,172
IG 42202,1996-1997,172
IG 42204,1996-1997,172
IG 42205,1996-1997,172
IG 42207,1996-1997,172
IG 42208,1996-1997,172
IG 42210,1996-1997,172
IG 42212,1996-1997,172
IG 42215,1996-1997,172
IG 42217,1996-1997,169
IG 42219,1996-1997,172
IG 42224,1996-1997,172
IG 42225,1996-1997,174
IG 42226,1996-1997,174
IG 42232,1996-1997,174
IG 42234,1996-1997,174
IG 42235,1996-1997,179
IG 42238,1996-1997,174
IG 42240,1996-1997,172
IG 42242,1996-1997,172
IG 42243,1996-1997,174
IG 42248,1996-1997,172
IG 42252,1996-1997,172
IG 42255,1996-1997,172
IG 42259,1996-1997,174
IG 42260,1996-1997,172
IG 42262,1996-1997,174
IG 42263,1996-1997,172
IG 42265,1996-1997,174
IG 42267,1996-1997,172
IG 42271,1996-1997,172
IG 42277,1996-1997,172
IG 42279,1996-1997,174
IG 42282,1996-1997,172
IG 42283,1996-1997,172
IG 42284,1996-1997,172
IG 42285,1996-1997,174
IG 42287,1996-1997,172
IG 42288,1996-1997,172
IG 42290,1996-1997,174
IG 42292,1996-1997,172
IG 42295,1996-1997,172
IG 42296,1996-1997,172
IG 42298,1996-1997,172
IG 42299,1996-1997,174
IG 42300,1996-1997,180
IG 42302,1996-1997,180
IG 42303,1996-1997,179
IG 42304,1996-1997,179
IG 42306,1996-1997,174
IG 42311,1996-1997,172
IG 42314,1996-1997,174
IG 42315,1996-1997,172
IG 42316,1996-1997,172
IG 42317,1996-1997,172
IG 42318,1996-1997,172
IG 42319,1996-1997,172
IG 42320,1996-1997,172
IG 42321,1996-1997,172
IG 42324,1996-1997,172
IG 42326,1996-1997,172
IG 42329,1996-1997,172
IG 42330,1996-1997,172
IG 42331,1996-1997,180
IG 42332,1996-1997,180
IG 42335,1996-1997,174
IG 42336,1996-1997,179
IG 42337,1996-1997,174
IG 42338,1996-1997,180
IG 42342,1996-1997,172
IG 42344,1996-1997,172
IG 42345,1996-1997,172
IG 42347,1996-1997,172
IG 42349,1996-1997,179
IG 42350,1996-1997,179
IG 42352,1996-1997,179
IG 42353,1996-1997,172
IG 42355,1996-1997,172
IG 42358,1996-1997,172
IG 42359,1996-1997,172
IG 42360,1996-1997,172
IG 42361,1996-1997,172
IG 42365,1996-1997,172
IG 42366,1996-1997,172
IG 42368,1996-1997,172
IG 42369,1996-1997,172
IG 42370,1996-1997,172
IG 42372,1996-1997,172
IG 42373,1996-1997,172
IG 42377,1996-1997,172
IG 42383,1996-1997,172
IG 42386,1996-1997,172
IG 42387,1996-1997,172
IG 42388,1996-1997,174
IG 42396,1996-1997,172
IG 42397,1996-1997,172
IG 42398,1996-1997,172
IG 42399,1996-1997,161
IG 42409,1996-1997,172
IG 42413,1996-1997,172
IG 42414,1996-1997,172
IG 42415,1996-1997,172
IG 42425,1996-1997,172
IG 42432,1996-1997,172
IG 42433,1996-1997,172
IG 42434,1996-1997,172
IG 42437,1996-1997,172
IG 42438,1996-1997,172
IG 42442,1996-1997,172
IG 42444,1996-1997,172
IG 42453,1996-1997,172
IG 42456,1996-1997,172
IG 42459,1996-1997,172
IG 42461,1996-1997,172
IG 42463,1996-1997,172
IG 42465,1996-1997,172
IG 42467,1996-1997,172
IG 42468,1996-1997,172
IG 42478,1996-1997,172
IG 42479,1996-1997,172
IG 42484,1996-1997,172
IG 42495,1996-1997,172
IG 42496,1996-1997,172
IG 42498,1996-1997,172
IG 42499,1996-1997,174
IG 42502,1996-1997,172
IG 42504,1996-1997,172
IG 42505,1996-1997,172
IG 42507,1996-1997,172
IG 42511,1996-1997,172
IG 42521,1996-1997,174
IG 42525,1996-1997,172
IG 42530,1996-1997,174
IG 42533,1996-1997,172
IG 42535,1996-1997,172
IG 42536,1996-1997,172
IG 42539,1996-1997,172
IG 42548,1996-1997,172
IG 42549,1996-1997,172
IG 42550,1996-1997,172
IG 42554,1996-1997,172
IG 42558,1996-1997,172
IG 42559,1996-1997,172
IG 42561,1996-1997,174
IG 42563,1996-1997,172
IG 42565,1996-1997,172
IG 42570,1996-1997,169
IG 42577,1996-1997,172
IG 42578,1996-1997,172
IG 42589,1996-1997,174
IG 42594,1996-1997,172
IG 42597,1996-1997,172
IG 42714,1996-1997,180
IG 42719,1996-1997,172
IG 42721,1996-1997,172
IG 42722,1996-1997,172
IG 42723,1996-1997,172
IG 42724,1996-1997,172
IG 42725,1996-1997,172
IG 42726,1996-1997,172
IG 42728,1996-1997,172
IG 42733,1996-1997,180
IG 42734,1996-1997,180
IG 42741,1996-1997,172
IG 42742,1996-1997,172
IG 42747,1996-1997,172
IG 42749,1996-1997,166
IG 42753,1996-1997,172
IG 42754,1996-1997,172
IG 42755,1996-1997,172
IG 42760,1996-1997,172
IG 42761,1996-1997,172
IG 42762,1996-1997,172
IG 42763,1996-1997,174
IG 42767,1996-1997,172
IG 42775,1996-1997,172
IG 42776,1996-1997,172
IG 42777,1996-1997,172
IG 42778,1996-1997,172
IG 42780,1996-1997,172
IG 42781,1996-1997,161
IG 42782,1996-1997,161
IG 42793,1996-1997,169
IG 42798,1996-1997,172
IG 42801,1996-1997,166
IG 42804,1996-1997,174
IG 42808,1996-1997,172
IG 42810,1996-1997,172
IG 42812,1996-1997,172
IG 42814,1996-1997,172
IG 42815,1996-1997,172
IG 42817,1996-1997,172
IG 42819,1996-1997,166
IG 42820,1996-1997,166
IG 42825,1996-1997,161
IG 42826,1996-1997,166
IG 42830,1996-1997,172
IG 42831,1996-1997,172
IG 42838,1996-1997,166
IG 42839,1996-1997,179
IG 42840,1996-1997,174
IG 42841,1996-1997,172
IG 42843,1996-1997,172
IG 42844,1996-1997,166
IG 42845,1996-1997,166
IG 42846,1996-1997,172
