genotype,days_to_heading_BLUE,plant_height_BLUE,thousand_kernel_weight_BLUE
IG 139838,143.46,108.67,33.3
IG 139839,147.28,102.88,35.3
IG 139841,146.17,100.43,37.13
IG 139842,151.36,100.69,22.09
IG 139843,147.92,88.64,NA
IG 139844,NA,101.83,NA
IG 139847,NA,106.96,NA
IG 139848,147.45,105.87,NA
IG 139849,145.01,91,NA
IG 139851,146.09,81.42,36.92
IG 139852,146.09,91.25,37.59
IG 139853,147.67,83.54,33.02
IG 139854,126.47,76.68,34.79
IG 139856,141.62,88.95,35.38
IG 139857,137.76,87.26,35.71
IG 139859,NA,101.52,32.13
IG 139862,127.17,90.25,35.54
IG 139864,145.18,91.49,34.95
IG 139865,NA,NA,NA
IG 139868,147.77,93.3,34.02
IG 139870,156.88,98.03,30.48
IG 139871,NA,95.31,27.62
IG 139872,134.03,70.35,27.89
IG 139873,NA,81.55,25.21
IG 139875,146.81,102.44,29.82
IG 139876,144.65,100.26,31.96
IG 139877,145.58,104.89,32.93
IG 139878,146.81,99.99,31.13
IG 139879,140.31,91.66,26.32
IG 139880,147.79,83.48,27.85
IG 139882,146,94.96,34.49
IG 139883,147.27,106.85,35.99
IG 139885,NA,83.38,27.74
IG 139887,162.04,95.01,30.6
IG 139889,NA,91.99,28.15
IG 139890,132.47,72.26,30.28
IG 139891,NA,86.55,26.88
IG 139893,131.09,98.85,25.51
IG 139894,NA,NA,NA
IG 139895,NA,100.05,23.41
IG 139897,152.83,108.06,24.93
IG 139898,146.62,95.83,NA
IG 139899,160.76,95.1,NA
IG 139900,NA,85.3,NA
IG 139901,NA,85.26,NA
IG 139902,NA,NA,NA
IG 139903,NA,77.43,23.28
IG 139907,NA,88.74,NA
IG 139908,144.19,98.04,NA
IG 139909,NA,96.74,NA
IG 139911,NA,94.3,32.69
IG 139912,NA,108.48,NA
IG 139913,149.88,93.52,36.98
IG 139914,NA,108.09,NA
IG 139915,NA,97.14,NA
IG 139918,NA,103.3,NA
IG 139919,NA,NA,NA
IG 139920,NA,92.85,NA
IG 139922,NA,106.09,NA
IG 139923,NA,110,NA
IG 139924,NA,85.76,NA
IG 139938,131.18,80.89,32.59
IG 139939,144.88,95.71,36.18
IG 139940,146.62,84.54,33.08
IG 139941,125.95,84.72,31.9
IG 139942,132.65,84.55,32.77
IG 139943,128.47,86.06,NA
IG 139944,NA,92.05,42.17
IG 139945,NA,92.71,37.39
IG 139947,127.74,93.68,32.15
IG 139948,130.9,71.42,25.71
IG 139949,138.8,83.04,29.11
IG 139950,136.46,100.1,37.12
IG 139953,145.62,91.09,33.28
IG 139954,149.5,104.63,26.44
IG 140040,NA,NA,NA
IG 140052,NA,75.16,28.78
IG 140053,NA,75.71,NA
IG 140055,NA,66.3,NA
IG 140064,NA,108.6,51.24
IG 140111,NA,NA,NA
IG 140138,NA,96.47,38.75
IG 140412,NA,76.21,22.81
IG 140436,149.36,82.24,36.06
IG 140437,NA,104.35,NA
IG 140440,NA,113.61,NA
IG 140453,NA,NA,NA
IG 140488,NA,NA,NA
IG 140507,NA,NA,NA
IG 140526,NA,100.77,45.37
IG 140565,NA,107.04,NA
IG 140569,NA,52.74,NA
IG 140570,NA,92.91,42.04
IG 140608,146.89,100.75,NA
IG 140871,NA,NA,NA
IG 140872,152.97,110.88,40.01
IG 140873,131.91,84.31,NA
IG 140874,NA,113.14,NA
IG 140875,NA,122.14,NA
IG 140876,NA,NA,NA
IG 140877,143.37,107.31,36.43
IG 140879,NA,115.51,NA
IG 140881,NA,83.8,NA
IG 140886,153.57,77.72,31.92
IG 140887,NA,73.31,NA
IG 140888,153.57,78.45,NA
IG 140909,NA,NA,NA
IG 140938,NA,NA,NA
IG 140949,NA,71.7,NA
IG 140955,NA,81.51,NA
IG 140957,NA,NA,NA
IG 140981,NA,117.05,34.91
IG 140983,NA,NA,NA
IG 140984,NA,104.3,29.05
IG 140986,NA,NA,NA
IG 140987,NA,87.72,34.31
IG 140989,NA,76.21,29.6
IG 140990,NA,92.42,NA
IG 140991,NA,80.3,39.76
IG 140992,NA,84.44,31.86
IG 140993,NA,NA,NA
IG 140994,NA,62.7,24.29
IG 140995,NA,NA,NA
IG 140996,NA,68.32,30.47
IG 140997,NA,71.41,30.52
IG 140998,NA,NA,NA
IG 140999,NA,NA,NA
IG 141000,NA,NA,NA
IG 141001,NA,77.43,27.94
IG 141002,NA,NA,NA
IG 141003,NA,91.63,NA
IG 141004,NA,81.17,35.47
IG 141005,NA,NA,NA
IG 141006,NA,102.4,39.73
IG 141007,NA,91.17,NA
IG 141008,NA,75.38,35.07
IG 141009,NA,NA,NA
IG 141010,NA,74.6,33.79
IG 141011,NA,94.02,45.24
IG 141012,NA,87.84,38.27
IG 141013,NA,74.66,33.75
IG 141014,NA,82.72,NA
IG 141015,NA,81.21,33.59
IG 141016,NA,97.05,NA
IG 141017,NA,72.15,41.19
IG 141018,NA,76.52,36.4
IG 141019,NA,NA,NA
IG 141020,NA,NA,NA
IG 141021,NA,94.22,39.63
IG 141022,148.26,101.77,NA
IG 141023,NA,94.13,36.86
IG 141024,121.68,85.26,36.27
IG 141025,131.94,103.21,33.48
IG 141026,NA,75.88,31.49
IG 141027,130.64,81.85,35.73
IG 141028,115.66,76.76,35.38
IG 141029,136.89,110.6,31.8
IG 141030,145.56,92.23,25.75
IG 141031,127.02,94.02,29.76
IG 141032,NA,96.11,27.13
IG 141033,124.19,108.58,43.16
IG 141034,NA,102.07,32.45
IG 141035,NA,98.61,NA
IG 141036,NA,103.11,32.23
IG 141037,NA,95.19,36.98
IG 141038,NA,NA,NA
IG 141039,NA,83.85,26.28
IG 141040,143.28,84.28,33.27
IG 141041,135.6,81.91,34.44
IG 141042,NA,84.13,25.8
IG 141043,NA,92.72,32.56
IG 141044,NA,96.28,NA
IG 141045,NA,88.5,29.62
IG 141046,NA,92.02,29.82
IG 141047,NA,86.21,40.71
IG 141048,146.27,84.73,37.17
IG 141049,146.76,86.64,32.74
IG 141050,NA,98.85,28.59
IG 141051,NA,96.98,29.74
IG 141052,133.75,96.36,32.61
IG 141053,157.6,91.6,31.56
IG 141054,NA,NA,NA
IG 141055,NA,NA,32.04
IG 141056,127.07,99.76,36.31
IG 141057,144.05,91.21,37.5
IG 141058,NA,87.57,29.99
IG 141059,NA,80.24,28.97
IG 141060,NA,111.49,30.15
IG 141061,NA,101.14,NA
IG 141062,NA,94.66,31.3
IG 141063,NA,113.83,NA
IG 141064,NA,NA,NA
IG 141065,NA,112.16,NA
IG 141066,NA,109.26,NA
IG 141067,NA,92.62,31.83
IG 141068,NA,NA,NA
IG 141069,NA,90.83,33.1
IG 141070,NA,NA,NA
IG 141071,NA,84.13,27.43
IG 141072,NA,111.35,NA
IG 141073,NA,124.6,NA
IG 141074,NA,121.09,NA
IG 141075,NA,96.47,NA
IG 141076,NA,104.74,NA
IG 141077,NA,NA,NA
IG 141078,NA,91.67,NA
IG 141079,NA,NA,NA
IG 141080,NA,94.13,40.37
IG 141081,NA,101.12,29.43
IG 141082,NA,NA,NA
IG 141083,NA,113.47,NA
IG 141084,NA,NA,NA
IG 141085,NA,74.42,27.66
IG 141086,NA,79.65,24.98
IG 141087,NA,89.88,44.37
IG 141088,NA,NA,NA
IG 141089,NA,113.73,NA
IG 141090,NA,103.34,43.23
IG 141091,NA,91.3,NA
IG 141092,NA,94.6,NA
IG 141093,NA,NA,NA
IG 141094,NA,NA,NA
IG 141095,141.55,98.95,31.66
IG 141096,NA,85.15,27.73
IG 141097,NA,98.49,NA
IG 141098,NA,84.62,28.02
IG 141099,NA,NA,NA
IG 141106,NA,NA,NA
IG 141108,NA,NA,NA
IG 141110,NA,NA,NA
IG 141111,149.03,94.37,26.27
IG 141112,NA,108.22,NA
IG 141113,NA,96.69,NA
IG 141114,NA,NA,NA
IG 141116,146.02,93.1,23.99
IG 141117,NA,85.36,29.6
IG 141118,NA,95.6,28.52
IG 141119,NA,81.64,24.63
IG 141120,NA,96.57,NA
IG 141121,NA,NA,NA
IG 141122,NA,96.52,29.22
IG 141123,NA,87.66,28.69
IG 141124,NA,NA,NA
IG 141125,NA,NA,NA
IG 141126,NA,96.96,28.76
IG 141127,NA,72.49,32.51
IG 141128,NA,70.43,31.3
IG 141130,NA,104.42,NA
IG 141131,152.6,126.87,NA
IG 141132,NA,65.57,NA
IG 141133,NA,71.44,34.95
IG 141134,NA,93.95,29.28
IG 141135,NA,83.26,NA
IG 141136,NA,82,NA
IG 141138,NA,75.65,26.57
IG 141139,NA,89.34,23.31
IG 141140,NA,76.59,26.23
IG 141141,NA,98.62,33.1
IG 141142,NA,99.84,20.3
IG 141143,NA,105.65,24.26
IG 141144,NA,100.93,22.89
IG 141145,NA,98.4,40.06
IG 141146,NA,89.34,33.54
IG 141147,NA,78.1,NA
IG 141148,NA,86.7,NA
IG 141149,NA,83.57,34.2
IG 141150,NA,75.17,NA
IG 141151,NA,87.34,36.22
IG 141152,NA,78.85,33.94
IG 141153,NA,95.72,NA
IG 141154,NA,93.19,34.17
IG 141155,NA,97.88,30.97
IG 141156,NA,93.19,NA
IG 141157,NA,90.58,NA
IG 141158,NA,86.52,NA
IG 141159,NA,82.49,NA
IG 141160,NA,102.51,NA
IG 141161,NA,81.13,NA
IG 141162,NA,104.85,NA
IG 141163,NA,90.33,NA
IG 141164,NA,93.19,NA
IG 141165,NA,87.74,NA
IG 141166,NA,93.28,NA
IG 141167,NA,NA,NA
IG 141168,NA,96.43,32.3
IG 141169,NA,114.17,NA
IG 141170,NA,106.17,NA
IG 141171,NA,105.56,34
IG 141172,NA,NA,NA
IG 141173,NA,117.65,29.8
IG 141174,NA,104.28,NA
IG 141175,NA,90.26,29.48
IG 141176,NA,96.51,NA
IG 141177,NA,84.55,30.25
IG 141178,NA,97.05,32.01
IG 141179,NA,91.19,19.39
IG 141180,NA,96.96,NA
IG 141181,NA,100.93,30.99
IG 141187,NA,100.96,25.85
IG 141188,NA,99.21,31.02
IG 141189,NA,87.83,30.2
IG 141190,NA,101.14,39.12
IG 141191,NA,91.78,40.17
IG 141192,150.85,95.4,29.23
IG 141193,153.31,93.9,34.79
IG 141194,NA,98.04,29.26
IG 141195,NA,109.33,NA
IG 141196,NA,NA,NA
IG 141197,NA,91.49,30.79
IG 141198,NA,NA,NA
IG 141199,NA,101.65,NA
IG 141200,NA,93.46,29.06
IG 141202,NA,83.57,31.56
IG 141203,NA,97.17,NA
IG 141204,NA,NA,NA
IG 141205,NA,98.02,31.12
IG 141206,142.66,98.27,31.42
IG 141207,NA,116.12,21.18
IG 141208,NA,89.72,21.21
IG 141209,NA,113.83,NA
IG 141210,NA,105.91,NA
IG 141211,NA,NA,NA
IG 141213,NA,110.91,NA
IG 141214,NA,94.82,NA
IG 141216,NA,89.93,36.61
IG 141217,133.05,114.45,35.34
IG 141218,NA,91.13,NA
IG 141219,NA,113.49,NA
IG 141220,NA,NA,NA
IG 141222,NA,107.85,NA
IG 141223,NA,69.04,29.46
IG 141224,NA,90.26,NA
IG 141225,NA,95.83,36.54
IG 141226,NA,102.35,32.54
IG 141227,NA,107.14,32.33
IG 141228,NA,NA,NA
IG 141229,NA,102.51,NA
IG 141231,NA,97.01,NA
IG 141232,NA,108.05,25.63
IG 141233,NA,83.09,35.64
IG 141234,NA,103.81,NA
IG 141235,NA,92.67,NA
IG 141236,NA,99.33,35.73
IG 141237,NA,101.65,NA
IG 141238,NA,105.03,41.65
IG 141239,NA,91.96,33.54
IG 141240,NA,84.88,31.5
IG 141241,NA,NA,NA
IG 141242,NA,NA,NA
IG 141243,NA,102.26,NA
IG 141244,NA,91.24,NA
IG 141245,148.83,90.13,NA
IG 141246,142.21,96.28,30.61
IG 141247,NA,92.72,33.6
IG 141248,NA,94.79,25.17
IG 141249,NA,94.68,NA
IG 141250,NA,105.55,32.64
IG 141251,NA,103.48,27.18
IG 141252,NA,106.96,35.1
IG 141253,NA,100.74,NA
IG 141254,NA,NA,NA
IG 141255,NA,96.6,29.88
IG 141256,NA,109.04,NA
IG 141257,NA,96.96,27.26
IG 141258,NA,97.65,NA
IG 141259,NA,104.42,NA
IG 141260,NA,105,29.52
IG 141261,NA,108.18,NA
IG 141262,NA,NA,NA
IG 141263,154.23,101.87,NA
IG 141265,NA,98.79,35.76
IG 141266,NA,73.43,30.42
IG 141267,NA,96.51,27.33
IG 141268,NA,98.98,NA
IG 141269,NA,95.05,NA
IG 141271,NA,125.04,NA
IG 141272,NA,106.51,29.57
IG 141273,NA,85.65,NA
IG 141275,NA,94.6,NA
IG 141276,NA,103.57,NA
IG 141277,NA,103.4,NA
IG 141278,155.53,96.46,NA
IG 141279,NA,102,NA
IG 141281,NA,118.22,NA
IG 141282,NA,109.91,NA
IG 141283,NA,106.17,NA
IG 141284,NA,NA,NA
IG 141285,NA,81.79,18.59
IG 141286,NA,80.07,23.73
IG 141288,NA,98.7,NA
IG 141289,NA,88.12,29.61
IG 141290,NA,81.7,33.21
IG 141346,131.04,106.51,37.11
IG 141347,NA,117.55,39.19
IG 141349,150.27,115.36,46.11
IG 141350,NA,NA,NA
IG 141351,NA,99.66,31.96
IG 141352,NA,NA,NA
IG 141353,NA,NA,NA
IG 141354,NA,108.95,NA
IG 141355,NA,NA,NA
IG 141356,NA,NA,NA
IG 141357,NA,NA,NA
IG 141358,NA,NA,NA
IG 141359,NA,NA,NA
IG 141360,NA,NA,NA
IG 141361,NA,NA,NA
IG 141362,NA,NA,NA
IG 141363,NA,NA,NA
IG 141364,NA,NA,NA
IG 141365,NA,NA,NA
IG 141366,NA,NA,NA
IG 141367,NA,NA,NA
IG 141368,NA,102.81,NA
IG 141369,NA,NA,NA
IG 141370,NA,NA,NA
IG 141371,NA,NA,NA
IG 141372,NA,NA,NA
IG 141373,NA,110.61,NA
IG 141374,NA,NA,NA
IG 141375,NA,NA,NA
IG 141376,NA,103.95,23.45
IG 141377,NA,NA,NA
IG 141378,NA,NA,NA
IG 141379,NA,NA,NA
IG 141380,NA,NA,NA
IG 141382,NA,NA,NA
IG 141383,NA,NA,NA
IG 141384,NA,NA,NA
IG 141385,NA,100.7,NA
IG 141386,NA,131.7,NA
IG 141387,NA,NA,NA
IG 141388,NA,86.77,NA
IG 141389,NA,104.13,NA
IG 141390,NA,92.71,NA
IG 141391,NA,105.72,NA
IG 141392,NA,NA,NA
IG 141396,NA,NA,NA
IG 141399,NA,NA,NA
IG 141401,NA,109.35,NA
IG 141404,NA,111.17,NA
IG 141406,NA,NA,NA
IG 141408,NA,NA,NA
IG 141409,NA,112.19,NA
IG 141410,NA,110.2,NA
IG 141411,NA,105.59,NA
IG 141430,NA,NA,NA
IG 141431,NA,100.26,NA
IG 141432,NA,NA,NA
IG 141433,NA,94.15,28.79
IG 141434,NA,99.32,29.36
IG 141441,NA,110.87,NA
IG 141480,NA,93.1,NA
IG 141488,NA,104.59,26.99
IG 141493,NA,NA,NA
IG 141497,NA,113.55,25.89
IG 141504,NA,89.61,25.28
IG 141516,NA,102.33,28.29
IG 141517,NA,93.6,NA
IG 141519,NA,107.91,NA
IG 141523,NA,85.74,28.08
IG 141525,NA,NA,NA
IG 141533,NA,92.34,30.39
IG 141541,NA,110.15,25.09
IG 141543,NA,NA,NA
IG 141554,NA,118.79,NA
IG 141555,NA,119.68,NA
IG 141556,NA,NA,NA
IG 141557,NA,125.56,23.59
IG 141560,NA,109.75,NA
IG 141603,NA,114.13,28.98
IG 141608,NA,112.56,NA
IG 141617,NA,83.65,NA
IG 141622,NA,112.31,NA
IG 141623,NA,109.14,24.82
IG 141624,NA,NA,NA
IG 141626,NA,108.18,24.69
IG 141627,NA,104.56,NA
IG 141632,NA,NA,NA
IG 141633,NA,NA,NA
IG 141634,NA,104.7,23.98
IG 141635,NA,109.91,28.45
IG 141636,NA,NA,NA
IG 141637,NA,107.35,NA
IG 141638,NA,NA,NA
IG 141639,NA,110.95,NA
IG 141640,NA,96.31,24.65
IG 141641,NA,103.14,25.29
IG 141642,NA,111.94,27.3
IG 141643,NA,NA,NA
IG 141644,NA,113.03,NA
IG 141645,NA,106.18,NA
IG 141646,NA,NA,NA
IG 141647,NA,116.87,NA
IG 141648,NA,NA,NA
IG 141649,NA,NA,NA
IG 141650,NA,NA,NA
IG 141651,NA,NA,NA
IG 141652,NA,120.54,24.79
IG 141653,NA,NA,NA
IG 141658,NA,120.85,NA
IG 141659,NA,NA,NA
IG 142351,NA,109.33,41.86
IG 142358,NA,108.78,38.49
IG 142361,NA,83.32,36.19
IG 142368,150.36,92.05,35.39
IG 142369,NA,90.01,29.61
IG 142370,NA,88.62,28.7
IG 142371,NA,68.62,31.73
IG 142372,NA,92.49,36.08
IG 142373,NA,93.08,34.12
IG 142374,NA,81.29,32.81
IG 142375,NA,96.15,31.75
IG 142376,NA,82.3,34.2
IG 142377,NA,NA,NA
IG 142378,NA,NA,NA
IG 142379,NA,NA,NA
IG 142385,NA,NA,NA
IG 142389,NA,90.93,NA
IG 142391,NA,89.61,46.58
IG 142392,NA,82.09,31.15
IG 142394,NA,NA,NA
IG 142405,NA,69,34.4
IG 142410,NA,80.53,19.79
IG 142411,NA,NA,NA
IG 142412,NA,100.93,NA
IG 142413,NA,NA,NA
IG 142421,NA,NA,NA
IG 142424,NA,70.62,36.45
IG 142427,NA,NA,NA
IG 142428,NA,NA,NA
IG 142431,NA,65.53,37.48
IG 142435,NA,86.15,33.28
IG 142439,NA,73.47,42.89
IG 142443,NA,NA,NA
IG 142444,NA,NA,NA
IG 142445,NA,77.46,37.71
IG 142451,NA,NA,NA
IG 142452,NA,91.69,29.89
IG 142453,NA,NA,NA
IG 142454,NA,94.76,30.32
IG 142455,NA,NA,NA
IG 142463,NA,75.62,30.78
IG 142471,NA,91.76,NA
IG 142478,132.91,79.69,36.58
IG 142480,NA,82.51,NA
IG 142481,NA,NA,NA
IG 142482,NA,83.84,33.48
IG 142488,138.59,88.96,31.5
IG 142489,NA,NA,NA
IG 142490,NA,86.85,36.28
IG 142492,NA,NA,NA
IG 142495,NA,78.23,40.6
IG 142497,NA,92.7,40.28
IG 142506,NA,110.93,41.13
IG 142507,NA,98.62,39.71
IG 142508,NA,106.94,40.66
IG 142509,NA,90.01,36.19
IG 142510,NA,76.15,38.38
IG 142518,NA,86.38,33.23
IG 142519,NA,74.76,43.78
IG 142520,NA,NA,NA
IG 142521,NA,83.08,33.36
IG 142522,NA,82.7,35.12
IG 142523,NA,80.53,27.41
IG 142524,NA,NA,NA
IG 142525,NA,NA,NA
IG 142526,NA,86.85,32.76
IG 142527,NA,74.76,26.48
IG 142537,NA,73.08,30.72
IG 142538,NA,89.21,29.59
IG 142539,NA,87.86,39.31
IG 142540,NA,70.77,35.89
IG 142541,NA,69.61,35.28
IG 142542,NA,100.41,45.99
IG 142543,NA,78.69,46.28
IG 142544,NA,65.55,30.67
IG 142545,NA,106.87,NA
IG 142546,NA,98.23,26.56
IG 142547,NA,61.08,37.58
IG 142548,NA,81.69,42.99
IG 142549,NA,67.68,26.44
IG 142560,NA,69.61,31.02
IG 142567,NA,NA,NA
IG 142568,NA,65.16,35.8
IG 142569,NA,75.75,35.47
IG 142571,NA,64.76,33.91
IG 142572,NA,101.03,NA
IG 142573,NA,NA,NA
IG 142574,NA,NA,NA
IG 142577,NA,91.69,37.57
IG 142578,NA,73.01,34.57
IG 142583,NA,78.17,34.67
IG 142584,NA,92.16,35.28
IG 142587,NA,70.84,37.01
IG 142588,NA,82.68,34.28
IG 142595,NA,76.62,NA
IG 142596,NA,NA,NA
IG 142597,NA,NA,NA
IG 142598,NA,NA,NA
IG 142599,NA,75.16,31.44
IG 142600,NA,90.46,NA
IG 142601,NA,88.62,32.86
IG 142606,NA,NA,NA
IG 142607,NA,83.93,47.37
IG 142614,NA,97.94,NA
IG 142617,NA,NA,NA
IG 142618,NA,NA,NA
IG 142621,NA,NA,NA
IG 142623,133.3,83.42,37.54
IG 142624,NA,88.41,30.46
IG 144229,NA,NA,NA
IG 144230,NA,72.93,36.6
IG 144231,NA,NA,NA
IG 144232,NA,NA,NA
IG 144233,NA,NA,NA
IG 144234,NA,NA,28.82
IG 144235,NA,97.13,NA
IG 144236,NA,NA,NA
IG 144237,NA,NA,NA
IG 144238,NA,71.32,37.74
IG 144239,NA,87.45,39.26
IG 144240,NA,NA,NA
IG 144241,NA,93.14,NA
IG 144242,NA,71.53,36.2
IG 144243,NA,NA,NA
IG 144244,NA,NA,NA
IG 144245,NA,NA,NA
IG 144246,NA,NA,NA
IG 144247,NA,NA,NA
IG 144248,NA,NA,NA
IG 144249,NA,NA,NA
IG 144250,NA,NA,NA
IG 144251,NA,76.16,31.59
IG 144252,NA,77.51,32.22
IG 144253,NA,82.03,29.8
IG 144254,NA,NA,23.74
IG 144255,NA,NA,NA
IG 144256,NA,NA,25.44
IG 144257,NA,NA,27.97
IG 144258,NA,80.77,34.43
IG 144259,NA,95.68,31.42
IG 144260,NA,NA,NA
IG 144261,NA,74.93,36.96
IG 144262,NA,80.43,32
IG 144263,NA,75.58,35.49
IG 144264,NA,NA,32.14
IG 144265,NA,NA,29.98
IG 144266,NA,68.87,34.2
IG 144267,NA,95.54,NA
IG 144268,NA,70.82,40.92
IG 144269,NA,NA,NA
IG 144270,NA,82.41,31.17
IG 144271,NA,NA,26.61
IG 144272,NA,NA,35.32
IG 144273,NA,NA,NA
IG 144274,NA,83.82,32.11
IG 144275,NA,97.14,NA
IG 144276,139.99,94.49,40.82
IG 144277,NA,84.85,26.87
IG 144278,NA,94.28,36.92
IG 144279,NA,NA,NA
IG 144280,NA,NA,NA
IG 144281,NA,NA,NA
IG 144282,NA,100.91,34.93
IG 144283,NA,89.27,NA
IG 144284,NA,102.25,NA
IG 144285,NA,NA,NA
IG 144286,NA,NA,NA
IG 144287,NA,105.29,31.5
IG 144288,NA,NA,NA
IG 144289,NA,NA,NA
IG 144290,NA,NA,NA
IG 144291,NA,89.68,32.26
IG 144292,NA,NA,NA
IG 144293,NA,NA,NA
IG 144294,NA,NA,NA
IG 144295,NA,85.12,NA
IG 144296,NA,99.12,NA
IG 144297,NA,NA,NA
IG 144298,NA,NA,NA
IG 144299,NA,NA,NA
IG 144300,NA,NA,NA
IG 144301,NA,NA,NA
IG 144302,NA,NA,NA
IG 144303,NA,NA,NA
IG 144304,NA,NA,NA
IG 144305,NA,NA,NA
IG 144306,NA,NA,NA
IG 144307,NA,88.87,32.57
IG 144308,NA,NA,NA
IG 144309,NA,81.19,27.67
IG 144310,NA,NA,NA
IG 144311,NA,95.26,NA
IG 144312,NA,NA,NA
IG 144313,NA,NA,NA
IG 144314,NA,NA,NA
IG 144315,NA,NA,NA
IG 144316,NA,NA,NA
IG 144317,NA,99,NA
IG 144318,NA,NA,NA
IG 144319,NA,95.26,NA
IG 144320,NA,84.77,37.21
IG 144321,NA,NA,25.69
IG 144322,NA,82.24,29.84
IG 144323,NA,81.87,29.71
IG 144324,NA,NA,NA
IG 144325,NA,NA,NA
IG 144326,NA,NA,NA
IG 144327,NA,86.74,26.63
IG 144328,NA,94.4,25.83
IG 144329,NA,91.28,NA
IG 144330,NA,NA,NA
IG 144331,NA,84.48,25.13
IG 144332,NA,NA,NA
IG 144333,NA,NA,NA
IG 144334,NA,88.66,29.43
IG 144335,NA,NA,NA
IG 144336,NA,NA,NA
IG 144337,NA,75.66,27.86
IG 144338,NA,82.99,NA
IG 144339,NA,83.95,24.09
IG 144340,146.38,96.31,36.6
IG 144341,NA,103.95,33.64
IG 144342,NA,NA,NA
IG 144343,NA,NA,NA
IG 144345,NA,100.11,32.92
IG 144346,NA,NA,NA
IG 144347,NA,NA,NA
IG 144348,NA,NA,NA
IG 144349,NA,NA,NA
IG 144350,NA,83.48,32.75
IG 144351,NA,NA,NA
IG 144352,NA,NA,NA
IG 144353,NA,81.43,26.97
IG 144354,NA,75.98,32.76
IG 144355,NA,NA,NA
IG 144356,NA,NA,NA
IG 144357,NA,88.11,30.76
IG 144358,NA,NA,NA
IG 144359,NA,NA,NA
IG 144360,NA,89.48,28.25
IG 144361,NA,NA,NA
IG 144362,NA,85.82,27.45
IG 144363,NA,98.61,28.16
IG 144364,NA,NA,NA
IG 144365,NA,91.69,27.92
IG 144366,NA,85.01,32.68
IG 144367,NA,NA,26.12
IG 144368,NA,NA,NA
IG 144369,NA,NA,31.77
IG 144370,NA,NA,NA
IG 144371,NA,91.14,33.09
IG 144372,NA,NA,30.64
IG 144373,NA,NA,26.95
IG 144374,NA,73.4,25.95
IG 144375,NA,87.99,28.39
IG 144376,NA,93.29,30.11
IG 144377,NA,89.9,29.94
IG 144378,NA,87.61,29.46
IG 144379,NA,95.58,34.75
IG 144380,NA,93.98,31.21
IG 144381,NA,106.19,31.52
IG 144382,NA,104.37,24.09
IG 144383,NA,101.72,27.04
IG 144384,NA,92.4,26.47
IG 144385,NA,NA,35.69
IG 144386,NA,89,31.07
IG 144387,NA,NA,28.08
IG 144388,NA,91.4,26.57
IG 144389,NA,NA,NA
IG 144390,NA,NA,NA
IG 144391,NA,NA,NA
IG 144392,NA,85.57,NA
IG 144393,NA,103.87,34.66
IG 144394,NA,NA,NA
IG 144395,NA,NA,NA
IG 144396,NA,94.64,45.91
IG 144397,NA,NA,NA
IG 144398,NA,NA,NA
IG 144399,NA,88.43,NA
IG 144400,NA,NA,NA
IG 144401,NA,88.19,30.81
IG 144402,NA,94.85,31.94
IG 144403,NA,101.74,31.63
IG 144404,NA,NA,36.06
IG 144405,NA,NA,NA
IG 144406,NA,NA,NA
IG 144407,NA,NA,NA
IG 144408,NA,NA,NA
IG 144409,NA,NA,NA
IG 144410,NA,NA,NA
IG 144411,NA,82.03,36.34
IG 144412,NA,NA,NA
IG 144413,NA,92.93,25.85
IG 144414,NA,NA,27.88
IG 144415,NA,NA,37.29
IG 144416,NA,NA,NA
IG 144417,NA,NA,NA
IG 144418,NA,NA,NA
IG 144419,NA,NA,NA
IG 144420,NA,NA,NA
IG 144421,NA,NA,NA
IG 144422,NA,NA,NA
IG 144423,NA,NA,NA
IG 144424,NA,NA,NA
IG 144425,NA,NA,NA
IG 144426,NA,NA,NA
IG 144427,NA,107.9,36.56
IG 144428,NA,NA,NA
IG 144429,NA,NA,NA
IG 144430,NA,90.19,24.04
IG 144431,NA,NA,NA
IG 144432,NA,NA,NA
IG 144433,NA,103.3,NA
IG 144434,NA,106.56,35.53
IG 144435,NA,NA,NA
IG 144437,145.91,99.42,32.34
IG 144438,NA,94.43,29.43
IG 144439,NA,NA,NA
IG 144440,NA,NA,NA
IG 144441,NA,NA,NA
IG 144442,NA,110.53,30.87
IG 144443,NA,NA,NA
IG 144444,NA,NA,NA
IG 144445,NA,NA,NA
IG 144446,NA,94.53,23.65
IG 144447,NA,NA,NA
IG 144448,NA,NA,NA
IG 144449,NA,86.71,NA
IG 144450,NA,NA,NA
IG 144451,NA,84.48,34.66
IG 144452,NA,85.48,23.43
IG 144453,NA,86.86,NA
IG 144454,NA,NA,NA
IG 144455,NA,68.43,28.41
IG 144456,NA,89.24,28.61
IG 144457,NA,NA,NA
IG 144458,NA,NA,NA
IG 144459,NA,NA,NA
IG 144460,NA,NA,NA
IG 144461,NA,99,35.6
IG 144462,NA,NA,NA
IG 144463,NA,NA,NA
IG 144464,NA,NA,NA
IG 144465,NA,NA,NA
IG 144466,NA,91.01,31.17
IG 144468,NA,NA,NA
IG 144469,NA,NA,NA
IG 144470,NA,NA,32.55
IG 144471,NA,96,28.62
IG 144472,NA,75.53,30.75
IG 144473,NA,99.85,37.63
IG 144474,143.01,97.54,30.84
IG 144475,NA,109.72,38.46
IG 144476,NA,93.69,34.86
IG 144477,NA,NA,NA
IG 144478,NA,97.37,36.73
IG 144480,NA,107.69,33.9
IG 144481,115.54,80.98,35.29
