accenumb,agent_id,doi,plant_height,days_to_heading,early_growth_tendency,thousand_kernel_weight,name,description,campaign
CGN02495,NA,10.18730/14P6K,80,NA,4,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02501,NA,10.18730/14PCS,85,NA,4,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02502,NA,10.18730/14PDT,80,160,5,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02503,NA,10.18730/14PEV,85,NA,5,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02504,NA,10.18730/14PFW,80,NA,4,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02506,NA,10.18730/14PHY,80,NA,4,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02507,NA,10.18730/14PJZ,85,NA,4,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02508,NA,10.18730/14PK*,80,NA,4,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02509,NA,10.18730/14PM~,80,NA,4,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02510,NA,10.18730/14PN$,85,160,5,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02511,NA,10.18730/14PP=,85,160,5,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02512,NA,10.18730/14PQU,85,160,5,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02514,NA,10.18730/14PS1,80,160,5,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02522,NA,10.18730/14Q19,80,NA,4,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02523,NA,10.18730/14Q2A,85,NA,4,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02524,NA,10.18730/14Q3B,80,NA,4,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02525,NA,10.18730/14Q4C,85,NA,4,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02526,NA,10.18730/14Q5D,80,NA,4,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02527,NA,10.18730/14Q6E,85,NA,4,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02528,NA,10.18730/14Q7F,85,NA,4,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02529,NA,10.18730/14Q8G,80,NA,4,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02530,NA,10.18730/14Q9H,80,NA,4,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02532,NA,10.18730/14QBK,80,NA,4,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02536,NA,10.18730/14QFQ,80,NA,4,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02537,NA,10.18730/14QGR,70,NA,4,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02538,NA,10.18730/14QHS,90,NA,4,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02539,NA,10.18730/14QJT,75,160,5,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02588,NA,10.18730/14S31,105,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02589,NA,10.18730/14S42,110,NA,7,45.2,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02590,NA,10.18730/14S53,105,NA,7,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02594,NA,10.18730/14S97,115,NA,7,44,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02597,NA,10.18730/14SCA,105,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02600,NA,10.18730/14SFD,100,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02603,NA,10.18730/14SJG,120,NA,7,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02606,NA,10.18730/14SNK,110,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02608,NA,10.18730/14SQN,110,NA,6,57.5,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02609,NA,10.18730/14SRP,105,NA,5,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02612,NA,10.18730/14STR,110,NA,7,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02613,NA,10.18730/14SVS,85,NA,5,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02614,NA,10.18730/14SWT,105,NA,7,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02615,NA,10.18730/14SXV,110,NA,7,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02616,NA,10.18730/14SYW,105,NA,7,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02618,NA,10.18730/14T0Y,105,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02619,NA,10.18730/14T1Z,100,NA,6,58.4,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02621,NA,10.18730/14T3~,100,NA,7,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02622,NA,10.18730/14T4$,95,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02623,NA,10.18730/14T5=,90,NA,7,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN02629,NA,10.18730/14TB4,115,NA,7,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN03354,NA,10.18730/16NKD,115,NA,6,53.5,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN03355,NA,10.18730/16NME,100,NA,5,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN03356,NA,10.18730/16NNF,115,NA,7,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN03357,NA,10.18730/16NPG,110,NA,7,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN03358,NA,10.18730/16NQH,90,NA,7,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN03359,NA,10.18730/16NRJ,110,NA,7,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN03360,NA,10.18730/16NSK,100,NA,7,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN03362,NA,10.18730/16NTM,90,NA,5,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN03363,NA,10.18730/16NVN,100,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN03364,NA,10.18730/16NWP,100,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN03365,NA,10.18730/16NXQ,105,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN03366,NA,10.18730/16NYR,115,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN03367,NA,10.18730/16NZS,105,NA,7,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN03368,NA,10.18730/16P0T,115,NA,7,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN03369,NA,10.18730/16P1V,110,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN03370,NA,10.18730/16P2W,110,NA,7,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN03371,NA,10.18730/16P3X,110,NA,7,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN03372,NA,10.18730/16P4Y,100,NA,7,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN03373,NA,10.18730/16P5Z,105,NA,7,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN03374,NA,10.18730/16P6*,110,NA,7,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN03375,NA,10.18730/16P7~,110,NA,7,43.5,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN03376,NA,10.18730/16P8$,105,NA,7,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN03377,NA,10.18730/16P9=,105,NA,7,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN03378,NA,10.18730/16PAU,110,NA,7,45.3,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN03379,NA,10.18730/16PB0,100,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN03380,NA,10.18730/16PC1,110,NA,7,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN03381,NA,10.18730/16PD2,100,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN03382,NA,10.18730/16PE3,115,NA,7,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN03383,NA,10.18730/16PF4,110,NA,7,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN03384,NA,10.18730/16PG5,95,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN03385,NA,10.18730/16PH6,90,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil, sowing date 08041986",1986-1986
CGN00498,NA,10.18730/13AZ5,105,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 01041987, harvested 12081987.",1987-1987
CGN00499,NA,10.18730/13B06,110,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 01041987, harvested 12081987.",1987-1987
CGN00500,NA,10.18730/13B17,110,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 01041987, harvested 12081987.",1987-1987
CGN00501,NA,10.18730/13B28,120,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 01041987, harvested 12081987.",1987-1987
CGN00502,NA,10.18730/13B39,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 01041987, harvested 12081987.",1987-1987
CGN00503,NA,10.18730/13B4A,90,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 01041987, harvested 12081987.",1987-1987
CGN00504,NA,10.18730/13B5B,115,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 01041987, harvested 12081987.",1987-1987
CGN00505,NA,10.18730/13B6C,110,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 01041987, harvested 12081987.",1987-1987
CGN00506,NA,10.18730/13B7D,105,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 01041987, harvested 12081987.",1987-1987
CGN00507,NA,10.18730/13B8E,110,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 01041987, harvested 12081987.",1987-1987
CGN00508,NA,10.18730/13B9F,105,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 01041987, harvested 12081987.",1987-1987
CGN00510,NA,10.18730/13BBH,110,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 01041987, harvested 12081987.",1987-1987
CGN00511,NA,10.18730/13BCJ,105,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 01041987, harvested 12081987.",1987-1987
CGN00512,NA,10.18730/13BDK,90,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 01041987, harvested 12081987.",1987-1987
CGN00513,NA,10.18730/13BEM,90,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 01041987, harvested 12081987.",1987-1987
CGN00514,NA,10.18730/13BFN,90,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 01041987, harvested 12081987.",1987-1987
CGN00519,NA,10.18730/13BMT,95,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 01041987, harvested 12081987.",1987-1987
CGN00520,NA,10.18730/13BNV,95,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 01041987, harvested 12081987.",1987-1987
CGN00521,NA,10.18730/13BPW,110,NA,NA,59.5,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 01041987, harvested 12081987.",1987-1987
CGN00522,NA,10.18730/13BQX,105,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 01041987, harvested 12081987.",1987-1987
CGN00523,NA,10.18730/13BRY,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 01041987, harvested 12081987.",1987-1987
CGN00524,NA,10.18730/13BSZ,110,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 01041987, harvested 12081987.",1987-1987
CGN00525,NA,10.18730/13BT*,105,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 01041987, harvested 12081987.",1987-1987
CGN00526,NA,10.18730/13BV~,95,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 01041987, harvested 12081987.",1987-1987
CGN00527,NA,10.18730/13BW$,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 01041987, harvested 12081987.",1987-1987
CGN00536,NA,10.18730/13BX=,100,NA,NA,58.7,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 01041987, harvested 12081987.",1987-1987
CGN00540,NA,10.18730/13BYU,95,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 01041987, harvested 12081987.",1987-1987
CGN00545,NA,10.18730/13BZ0,115,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 01041987, harvested 12081987.",1987-1987
CGN00548,NA,10.18730/13C01,110,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 01041987, harvested 12081987.",1987-1987
CGN00549,NA,10.18730/13C12,75,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 01041987, harvested 12081987.",1987-1987
CGN00550,NA,10.18730/13C23,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 01041987, harvested 12081987.",1987-1987
CGN00572,NA,10.18730/13C78,115,161,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 01041987, harvested 12081987.",1987-1987
CGN00573,NA,10.18730/13C89,105,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 01041987, harvested 12081987.",1987-1987
CGN00574,NA,10.18730/13C9A,110,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 01041987, harvested 12081987.",1987-1987
CGN00575,NA,10.18730/13CAB,85,161,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 01041987, harvested 12081987.",1987-1987
CGN00576,NA,10.18730/13CBC,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 01041987, harvested 12081987.",1987-1987
CGN00577,NA,10.18730/13CCD,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 01041987, harvested 12081987.",1987-1987
CGN00578,NA,10.18730/13CDE,105,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 01041987, harvested 12081987.",1987-1987
