accession_match,responsibility,instcode,crop,genus,species,species_authority,accenumb,declatitude,declongitude
ICARDA_wheat/IG 79635,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 79635,NA,NA
ICARDA_wheat/IG 79642,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 79642,NA,NA
ICARDA_wheat/IG 95030,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 95030,NA,NA
ICARDA_wheat/IG 95044,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 95044,NA,NA
ICARDA_wheat/IG 95048,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 95048,NA,NA
ICARDA_wheat/IG 95055,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 95055,NA,NA
ICARDA_wheat/IG 95070,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 95070,NA,NA
ICARDA_wheat/IG 95101,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 95101,NA,NA
ICARDA_wheat/IG 95115,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 95115,NA,NA
ICARDA_wheat/IG 95127,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 95127,NA,NA
ICARDA_wheat/IG 95137,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 95137,NA,NA
ICARDA_wheat/IG 95142,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 95142,NA,NA
ICARDA_wheat/IG 95147,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 95147,NA,NA
ICARDA_wheat/IG 97665,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97665,NA,NA
ICARDA_wheat/IG 97683,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97683,NA,NA
ICARDA_wheat/IG 97725,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97725,NA,NA
ICARDA_wheat/IG 97740,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97740,NA,NA
ICARDA_wheat/IG 97755,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97755,NA,NA
ICARDA_wheat/IG 119222,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 119222,NA,NA
ICARDA_wheat/IG 119224,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 119224,NA,NA
ICARDA_wheat/IG 119227,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 119227,NA,NA
ICARDA_wheat/IG 119235,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 119235,NA,NA
ICARDA_wheat/IG 119238,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 119238,NA,NA
ICARDA_wheat/IG 119244,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 119244,NA,NA
ICARDA_wheat/IG 119253,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 119253,NA,NA
ICARDA_wheat/IG 119261,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 119261,NA,NA
ICARDA_wheat/IG 119264,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 119264,NA,NA
ICARDA_wheat/IG 119270,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 119270,NA,NA
ICARDA_wheat/IG 119278,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 119278,NA,NA
ICARDA_wheat/IG 119282,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 119282,NA,NA
ICARDA_wheat/IG 119295,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 119295,NA,NA
ICARDA_wheat/IG 94360,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 94360,NA,NA
ICARDA_wheat/IG 94366,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 94366,NA,NA
ICARDA_wheat/IG 94375,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 94375,NA,NA
ICARDA_wheat/IG 94379,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 94379,NA,NA
ICARDA_wheat/IG 94386,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 94386,NA,NA
ICARDA_wheat/IG 94388,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 94388,NA,NA
ICARDA_wheat/IG 94406,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 94406,NA,NA
ICARDA_wheat/IG 94410,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 94410,NA,NA
ICARDA_wheat/IG 94421,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 94421,NA,NA
ICARDA_wheat/IG 94448,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 94448,NA,NA
ICARDA_wheat/IG 94462,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 94462,NA,NA
ICARDA_wheat/IG 96989,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 96989,NA,NA
ICARDA_wheat/IG 97031,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97031,NA,NA
ICARDA_wheat/IG 97045,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97045,NA,NA
ICARDA_wheat/IG 97054,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97054,NA,NA
ICARDA_wheat/IG 97066,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97066,NA,NA
ICARDA_wheat/IG 97073,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97073,NA,NA
ICARDA_wheat/IG 97096,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97096,NA,NA
ICARDA_wheat/IG 97100,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97100,NA,NA
ICARDA_wheat/IG 97102,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97102,NA,NA
ICARDA_wheat/IG 97104,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97104,NA,NA
ICARDA_wheat/IG 97112,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97112,NA,NA
ICARDA_wheat/IG 110861,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 110861,NA,NA
ICARDA_wheat/IG 110877,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 110877,NA,NA
ICARDA_wheat/IG 110900,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 110900,NA,NA
ICARDA_wheat/IG 110904,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 110904,NA,NA
ICARDA_wheat/IG 110911,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 110911,NA,NA
ICARDA_wheat/IG 113106,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 113106,NA,NA
Agroscope_spelt/TS0148,Agroscope,CHE001,Wheat,Triticum,spelta,NA,TS0148,NA,NA
Agroscope_spelt/TS0159,Agroscope,CHE001,Wheat,Triticum,spelta,NA,TS0159,NA,NA
Agroscope_wheat/1400,Agroscope,CHE001,Wheat,Triticum,aestivum,L.,1400,NA,NA
ICARDA_wheat/IG 79647,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 79647,NA,NA
ICARDA_wheat/IG 79659,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 79659,NA,NA
ICARDA_wheat/IG 79661,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 79661,NA,NA
ICARDA_wheat/IG 79662,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 79662,NA,NA
ICARDA_wheat/IG 79677,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 79677,NA,NA
ICARDA_wheat/IG 79682,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 79682,NA,NA
ICARDA_wheat/IG 84309,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 84309,NA,NA
ICARDA_wheat/IG 84319,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 84319,NA,NA
ICARDA_wheat/IG 84327,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 84327,NA,NA
ICARDA_wheat/IG 84330,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 84330,NA,NA
ICARDA_wheat/IG 84345,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 84345,NA,NA
ICARDA_wheat/IG 84347,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 84347,NA,NA
ICARDA_wheat/IG 84379,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 84379,NA,NA
ICARDA_wheat/IG 84391,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 84391,NA,NA
ICARDA_wheat/IG 84414,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 84414,NA,NA
ICARDA_wheat/IG 85645,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 85645,NA,NA
ICARDA_wheat/IG 85705,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 85705,NA,NA
ICARDA_wheat/IG 85733,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 85733,NA,NA
ICARDA_wheat/IG 85735,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 85735,NA,NA
ICARDA_wheat/IG 85745,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 85745,NA,NA
ICARDA_wheat/IG 85777,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 85777,NA,NA
ICARDA_wheat/IG 85803,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 85803,NA,NA
ICARDA_wheat/IG 85813,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 85813,NA,NA
ICARDA_wheat/IG 85814,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 85814,NA,NA
ICARDA_wheat/IG 85824,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 85824,NA,NA
ICARDA_wheat/IG 85842,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 85842,NA,NA
ICARDA_wheat/IG 85848,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 85848,NA,NA
ICARDA_wheat/IG 85899,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 85899,NA,NA
ICARDA_wheat/IG 85907,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 85907,NA,NA
ICARDA_wheat/IG 85967,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 85967,NA,NA
ICARDA_wheat/IG 85976,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 85976,NA,NA
ICARDA_wheat/IG 86173,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 86173,NA,NA
ICARDA_wheat/IG 86200,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 86200,NA,NA
ICARDA_wheat/IG 86288,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 86288,NA,NA
ICARDA_wheat/IG 86412,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 86412,NA,NA
ICARDA_wheat/IG 86426,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 86426,NA,NA
ICARDA_wheat/IG 86448,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 86448,NA,NA
ICARDA_wheat/IG 86458,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 86458,NA,NA
ICARDA_wheat/IG 93839,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 93839,NA,NA
ICARDA_wheat/IG 93843,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 93843,NA,NA
ICARDA_wheat/IG 93853,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 93853,NA,NA
ICARDA_wheat/IG 93872,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 93872,NA,NA
ICARDA_wheat/IG 93873,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 93873,NA,NA
ICARDA_wheat/IG 93874,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 93874,NA,NA
ICARDA_wheat/IG 93887,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 93887,NA,NA
ICARDA_wheat/IG 93903,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 93903,NA,NA
ICARDA_wheat/IG 93904,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 93904,NA,NA
ICARDA_wheat/IG 93919,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 93919,NA,NA
ICARDA_wheat/IG 93926,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 93926,NA,NA
ICARDA_wheat/IG 96358,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 96358,NA,NA
ICARDA_wheat/IG 96370,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 96370,NA,NA
ICARDA_wheat/IG 96378,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 96378,NA,NA
ICARDA_wheat/IG 96382,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 96382,NA,NA
ICARDA_wheat/IG 96392,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 96392,NA,NA
ICARDA_wheat/IG 96398,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 96398,NA,NA
ICARDA_wheat/IG 96417,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 96417,NA,NA
ICARDA_wheat/IG 96426,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 96426,NA,NA
ICARDA_wheat/IG 113223,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 113223,NA,NA
ICARDA_wheat/IG 91700,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 91700,NA,NA
ICARDA_wheat/IG 91710,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 91710,NA,NA
ICARDA_wheat/IG 91715,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 91715,NA,NA
ICARDA_wheat/IG 77667,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 77667,NA,NA
ICARDA_wheat/IG 77671,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 77671,NA,NA
ICARDA_wheat/IG 77672,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 77672,NA,NA
ICARDA_wheat/IG 77691,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 77691,NA,NA
ICARDA_wheat/IG 77700,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 77700,NA,NA
ICARDA_wheat/IG 77738,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 77738,NA,NA
ICARDA_wheat/IG 77739,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 77739,NA,NA
ICARDA_wheat/IG 77765,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 77765,NA,NA
ICARDA_wheat/IG 77769,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 77769,NA,NA
ICARDA_wheat/IG 77822,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 77822,NA,NA
ICARDA_wheat/IG 77843,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 77843,NA,NA
ICARDA_wheat/IG 77849,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 77849,NA,NA
ICARDA_wheat/IG 77874,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 77874,NA,NA
ICARDA_wheat/IG 77882,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 77882,NA,NA
ICARDA_wheat/IG 77884,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 77884,NA,NA
ICARDA_wheat/IG 77893,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 77893,NA,NA
ICARDA_wheat/IG 77897,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 77897,NA,NA
ICARDA_wheat/IG 77900,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 77900,NA,NA
ICARDA_wheat/IG 77146,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 77146,NA,NA
ICARDA_wheat/IG 77164,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 77164,NA,NA
ICARDA_wheat/IG 77165,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 77165,NA,NA
ICARDA_wheat/IG 77168,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 77168,NA,NA
ICARDA_wheat/IG 77194,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 77194,NA,NA
ICARDA_wheat/IG 77201,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 77201,NA,NA
ICARDA_wheat/IG 77212,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 77212,NA,NA
ICARDA_wheat/IG 77227,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 77227,NA,NA
ICARDA_wheat/IG 77228,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 77228,NA,NA
ICARDA_wheat/IG 77229,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 77229,NA,NA
ICARDA_wheat/IG 77231,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 77231,NA,NA
ICARDA_wheat/IG 77233,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 77233,NA,NA
ICARDA_wheat/IG 77235,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 77235,NA,NA
ICARDA_wheat/IG 77252,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 77252,NA,NA
ICARDA_wheat/IG 77256,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 77256,NA,NA
ICARDA_wheat/IG 81224,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 81224,NA,NA
ICARDA_wheat/IG 81225,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 81225,NA,NA
ICARDA_wheat/IG 81230,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 81230,NA,NA
ICARDA_wheat/IG 81235,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 81235,NA,NA
ICARDA_wheat/IG 81236,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 81236,NA,NA
ICARDA_wheat/IG 81239,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 81239,NA,NA
ICARDA_wheat/IG 81254,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 81254,NA,NA
ICARDA_wheat/IG 81258,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 81258,NA,NA
ICARDA_wheat/IG 81263,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 81263,NA,NA
ICARDA_wheat/IG 81264,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 81264,NA,NA
ICARDA_wheat/IG 81273,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 81273,NA,NA
ICARDA_wheat/IG 81274,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 81274,NA,NA
ICARDA_wheat/IG 81288,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 81288,NA,NA
ICARDA_wheat/IG 81293,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 81293,NA,NA
ICARDA_wheat/IG 81294,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 81294,NA,NA
ICARDA_wheat/IG 81295,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 81295,NA,NA
ICARDA_wheat/IG 81300,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 81300,NA,NA
ICARDA_wheat/IG 81305,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 81305,NA,NA
ICARDA_wheat/IG 81316,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 81316,NA,NA
ICARDA_wheat/IG 81318,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 81318,NA,NA
Agroscope_spelt/TS0144,Agroscope,CHE001,Wheat,Triticum,spelta,NA,TS0144,NA,NA
Agroscope_spelt/TS1288,Agroscope,CHE001,Wheat,Triticum,spelta,NA,TS1288,NA,NA
Agroscope_spelt/TS0074,Agroscope,CHE001,Wheat,Triticum,spelta,NA,TS0074,NA,NA
Agroscope_spelt/TS0116,Agroscope,CHE001,Wheat,Triticum,spelta,NA,TS0116,NA,NA
Agroscope_spelt/TS0152,Agroscope,CHE001,Wheat,Triticum,spelta,NA,TS0152,NA,NA
Agroscope_spelt/TS0166,Agroscope,CHE001,Wheat,Triticum,spelta,NA,TS0166,NA,NA
ICARDA_wheat/IG 96427,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 96427,NA,NA
ICARDA_wheat/IG 96431,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 96431,NA,NA
ICARDA_wheat/IG 96436,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 96436,NA,NA
ICARDA_wheat/IG 96583,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 96583,NA,NA
ICARDA_wheat/IG 96585,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 96585,NA,NA
ICARDA_wheat/IG 99114,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 99114,NA,NA
ICARDA_wheat/IG 99128,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 99128,NA,NA
ICARDA_wheat/IG 99140,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 99140,NA,NA
ICARDA_wheat/IG 99161,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 99161,NA,NA
ICARDA_wheat/IG 99165,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 99165,NA,NA
ICARDA_wheat/IG 99171,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 99171,NA,NA
ICARDA_wheat/IG 99172,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 99172,NA,NA
ICARDA_wheat/IG 99173,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 99173,NA,NA
ICARDA_wheat/IG 42297,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 42297,NA,NA
ICARDA_wheat/IG 42303,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 42303,NA,NA
ICARDA_wheat/IG 43265,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 43265,NA,NA
ICARDA_wheat/IG 43269,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 43269,NA,NA
ICARDA_wheat/IG 43271,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 43271,NA,NA
ICARDA_wheat/IG 43275,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 43275,NA,NA
ICARDA_wheat/IG 43288,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 43288,NA,NA
ICARDA_wheat/IG 43301,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 43301,NA,NA
ICARDA_wheat/IG 43312,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 43312,NA,NA
ICARDA_wheat/IG 43313,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 43313,NA,NA
ICARDA_wheat/IG 43318,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 43318,NA,NA
ICARDA_wheat/IG 43331,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 43331,NA,NA
ICARDA_wheat/IG 43339,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 43339,NA,NA
ICARDA_wheat/IG 43378,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 43378,NA,NA
ICARDA_wheat/IG 43596,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 43596,NA,NA
ICARDA_wheat/IG 43812,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 43812,NA,NA
ICARDA_wheat/IG 43816,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 43816,NA,NA
ICARDA_wheat/IG 43904,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 43904,NA,NA
ICARDA_wheat/IG 44154,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 44154,NA,NA
ICARDA_wheat/IG 44207,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 44207,NA,NA
ICARDA_wheat/IG 44234,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 44234,NA,NA
ICARDA_wheat/IG 44241,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 44241,NA,NA
ICARDA_wheat/IG 44243,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 44243,NA,NA
ICARDA_wheat/IG 44244,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 44244,NA,NA
ICARDA_wheat/IG 44284,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 44284,NA,NA
ICARDA_wheat/IG 44295,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 44295,NA,NA
ICARDA_wheat/IG 44299,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 44299,NA,NA
ICARDA_wheat/IG 44524,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 44524,NA,NA
ICARDA_wheat/IG 44543,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 44543,NA,NA
ICARDA_wheat/IG 44711,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 44711,NA,NA
ICARDA_wheat/IG 44712,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 44712,NA,NA
ICARDA_wheat/IG 45257,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 45257,NA,NA
ICARDA_wheat/IG 76305,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 76305,NA,NA
ICARDA_wheat/IG 79688,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 79688,NA,NA
ICARDA_wheat/IG 79723,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 79723,NA,NA
ICARDA_wheat/IG 79729,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 79729,NA,NA
ICARDA_wheat/IG 79736,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 79736,NA,NA
ICARDA_wheat/IG 79746,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 79746,NA,NA
